"","aptnm","지번주소","위도","경도"
"379","장안동파크뷰"," 장안동 302-2","37.5765346282017","127.071448140257"
"380","삼각산아이원"," 미아동 1357","37.6152263118285","127.01812709371"
"381","상계주공2(저층)"," 상계동 740","37.6497540150085","127.058517787643"
"382","래미안트리베라1단지"," 미아동 813","37.6139423356183","127.020726256988"
"383","하이페리온2"," 목동 961","37.5243483395844","126.869916701549"
"384","롯데(505)"," 중계동 505","37.6387855630708","127.062487927133"
"385","LIG5차"," 신림동 233-11","37.4681855405961","126.941820841953"
"386","학여울청구"," 하계동 354","37.636349632113","127.061339558817"
"387","동아"," 잠원동 157","37.5087440552448","127.010214201793"
"388","동현아파트 1~6"," 논현동 105","37.5193540121054","127.036575387431"
"389","벽산아파트1"," 방학동 275","37.6604565423523","127.032527356121"
"390","삼성동힐스테이트 1단지"," 삼성동 16-2","37.5163062400657","127.048447159747"
"391","서초트라팰리스"," 서초동 1344-13","37.4868225738071","127.028382204111"
"392","건영1"," 신림동 746-43","37.4763139977688","126.912321719249"
"393","동부센트레빌"," 돈암동 633","37.6019579683172","127.026323062958"
"394","우정아파트"," 상봉동 496","37.5994293182578","127.088683853976"
"395","목동신시가지3"," 목동 903","37.534359239478","126.872949042002"
"396","한신"," 도봉동 30-1","37.6857374077837","127.048060587395"
"397","상도타워B"," 상도동 283-73","37.4939204562881","126.93645568619"
"398","벽산"," 시흥동 1010","37.451951295722","126.919034001866"
"399","현대14차(203,204,205,206동)"," 압구정동 447","37.5306250782443","127.026136755454"
"400","대우"," 정릉동 1021","37.618018552562","127.003530567675"
"401","점보"," 이촌동 300-10","37.5180494083878","126.978703263669"
"402","래미안 옥수 리버젠"," 옥수동 561","37.5451371536209","127.013714834954"
"403","관악산벽산타운5"," 시흥동 1013","37.4479160600139","126.918442104095"
"404","잠실한솔"," 석촌동 285","37.5036153078471","127.104643124891"
"405","마포래미안푸르지오2단지"," 아현동 777","37.555593231083","126.953656665391"
"406","장안삼성쉐르빌"," 장안동 371-1","37.5716707486031","127.069859628795"
"407","한강현대"," 흑석동 28","37.5070082560032","126.969728846898"
"408","롯데캐슬피렌체"," 용두동 790","37.5771845144737","127.035721439041"
"409","우장산힐스테이트"," 내발산동 657","37.5562956592551","126.838965102044"
"410","장미2"," 신천동 11","37.5200313952778","127.10261654141"
"411","DMC파크뷰자이3단지"," 남가좌동 386","37.5731874477984","126.921481518329"
"412","보라매해담채"," 신림동 497-5","37.4887749676672","126.916710658952"
"413","진로"," 개봉동 479","37.4905157520705","126.850884904243"
"414","극동"," 풍납동 391","37.5266022861448","127.116716299892"
"415","성원(사슴4)"," 월계동 322-1","37.6294157509446","127.062513840528"
"416","위례22단지(비발디)"," 장지동 879","37.4793589648996","127.1401853902"
"417","에스케이북한산시티"," 미아동 1353","37.6179760334621","127.01263074872"
"418","동아그린"," 이촌동 411","37.5239356203446","126.958032726655"
"419","코오롱"," 연남동 573","37.5644996108505","126.920421359818"
"420","대상타운현대아파트"," 방학동 720-1","37.6651428823127","127.048141717457"
"421","마곡수명산파크3단지"," 내발산동 751","37.5528192530167","126.824912207374"
"422","문래자이","문래동3가 54","37.5161435802171","126.896777740873"
"423","경남아너스빌201동"," 서초동 1456-2","37.4838215241376","127.014232764398"
"424","제이드파크(382-2)"," 장안동 382-2","37.5699273646072","127.069023072328"
"425","송파파인타운1단지"," 장지동 833","37.4870071185929","127.134811218952"
"426","베어스타운","문래동6가 38-1","37.5191290369523","126.885238037168"
"427","CJ나인파크"," 문배동 24-6","37.5360844630167","126.969170724866"
"428","메세나폴리스"," 서교동 490","37.5507467154903","126.913768796333"
"429","성산시영(유원)"," 성산동 446","37.5721152959697","126.901892164797"
"430","해오름"," 망원동 400-2","37.5548487090376","126.905891457163"
"431","미성맨션"," 송파동 161","37.5059447033373","127.119255426618"
"432","중계무지개"," 중계동 512","37.6427209041194","127.066567506035"
"433","엘에이치강남아이파크"," 자곡동 602","37.4746603609888","127.101432102834"
"434","워커힐푸르지오"," 광장동 148-4","37.5496541994049","127.108873720121"
"435","가양1차보람더하임"," 가양동 1497","37.567131942386","126.848570476197"
"436","올림픽선수기자촌1단지"," 방이동 89","37.5175616546675","127.136371627591"
"437","이수힐스테이트"," 동작동 333","37.4944065466474","126.980045806956"
"438","쌍용2"," 정릉동 1017","37.5995194259025","127.018274910803"
"439","목동신시가지14"," 신정동 329","37.5161909461632","126.870337507112"
"440","주공2"," 구로동 685-223","37.4912246519319","126.876746533848"
"441","현대6","양평동3가 101","37.5318487496203","126.893510634364"
"442","금강"," 오류동 335","37.4929926320806","126.847646600597"
"443","레이크팰리스"," 잠실동 44","37.5092678396302","127.094277269984"
"444","송파삼성래미안아파트"," 송파동 162","37.5047238856642","127.118675108271"
"445","묵정"," 묵정동 11-67","37.5606825988362","127.000052968838"
"446","정릉힐스테이트3차"," 정릉동 1031","37.6144302680147","127.007547825596"
"447","DMC래미안클라시스"," 남가좌동 377","37.5777836266316","126.916529880454"
"448","장미1"," 신천동 7","37.5188849274204","127.099280476931"
"449","한양2"," 쌍문동 59","37.6569864317375","127.031453992625"
"450","꿈의숲푸르지오"," 하월곡동 228","37.6107702871516","127.038993186153"
"451","꿈의숲푸르지오"," 하월곡동 228","37.6107702871516","127.038993186153"
"452","신도2"," 묵동 380","37.6171576705806","127.078182307202"
"453","종암선경"," 종암동 34-3","37.5944293650104","127.033798955562"
"454","aaa"," 흥인동 3-4","37.5674299944468","127.016528447054"
"455","청구아파트"," 방학동 734","37.6580488858301","127.026228957921"
"456","이편한세상신촌(4단지)"," 북아현동 1013","37.5582659643519","126.95015386072"
"457","주공3"," 등촌동 688","37.5616418349754","126.841111422493"
"458","역삼디오슈페리움"," 역삼동 832-5","37.4922201536402","127.030884285386"
"459","삼성동중앙하이츠빌리지"," 삼성동 14-1","37.5159924090308","127.046227665295"
"460","롯데캐슬헤론"," 방배동 754-1","37.4969407304439","126.984306628076"
"461","하이페리온2"," 목동 961","37.5243483395844","126.869916701549"
"462","화곡푸르지오"," 화곡동 1091","37.5446220190794","126.831442765438"
"463","위례24단지(꿈에그린)"," 장지동 901","37.4758879665566","127.139306701251"
"464","풍림아파트A"," 공릉동 725","37.6291637289683","127.066817667405"
"465","파크리오"," 신천동 17","37.5205366173754","127.10615089337"
"466","우장산아이파크,이편한세상"," 화곡동 1159","37.5493547358614","126.838765589968"
"467","삼익세라믹"," 쌍문동 56","37.6572511707132","127.035174539396"
"468","고척파크푸르지오"," 고척동 339","37.5076107829514","126.858113348584"
"469","비선아파트"," 공릉동 109","37.6257736838646","127.087356691485"
"470","상계주공7(고층)"," 상계동 691","37.6601571577107","127.06230852474"
"471","마포현대"," 공덕동 188-108","37.5499302300553","126.950003923655"
"472","더샵스타시티"," 자양동 227-7","37.5378031898538","127.072632021718"
"473","11650-4103"," 신원동  ","37.4440189779747","127.062170998757"
"474","길음뉴타운3단지푸르지오"," 길음동 1280-1","37.6101143477321","127.016442073865"
"475","GS자이"," 청암동 181","37.5350074800767","126.94723103582"
"476","북한산푸르지오"," 녹번동 281","37.6068385939236","126.93626654464"
"477","마곡힐스테이트"," 마곡동 725-1","37.5640310805878","126.817833791526"
"478","한신"," 도봉동 30-1","37.6857374077837","127.048060587395"
"479","상계주공16(고층)"," 상계동 624","37.6687833155991","127.053725187886"
"480","동양부로미(926-4)"," 신정동 926-4","37.5274508500495","126.854255233281"
"481","신안"," 중계동 590","37.6514403520627","127.071938783036"
"482","한일써너스빌"," 상봉동 81-5","37.5971033094494","127.091181352662"
"483","강림스위트빌"," 망원동 508","37.5605802955697","126.898267954212"
"484","한양수자인"," 도봉동 657","37.674550924771","127.047676582579"
"485","상계주공3(고층)"," 상계동 730-2","37.6523851714328","127.060626929817"
"486","리버힐삼성"," 산천동 193","37.535002087034","126.95059340676"
"487","상계신동아"," 상계동 463","37.6674019609175","127.067519070185"
"488","삼익4단지아파트"," 공릉동 714","37.6298798919633","127.071927285529"
"489","서초동삼성쉐르빌2"," 서초동 1330","37.4939600245321","127.02788124423"
"490","요진"," 미아동 152","37.6334537426819","127.027015504212"
"491","한사랑2삼성"," 등촌동 634-2","37.554612829484","126.864162394395"
"492","한양5"," 쌍문동 59-3","37.6560211163906","127.032133993703"
"493","신트리1"," 신정동 1259","37.5137367146629","126.853687850909"
"494","래미안위브"," 답십리동 1003","37.5720377764558","127.053951855019"
"495","마곡삼성아파트"," 방화동 857","37.5721265574081","126.822174479428"
"496","극동"," 도봉동 81-1","37.6825208130207","127.049616616103"
"497","마일스디오빌"," 논현동 58-2","37.513885429675","127.028885611445"
"498","상계주공16(고층)"," 상계동 624","37.6687833155991","127.053725187886"
"499","신동아아파트1"," 방학동 271-1","37.6609347988243","127.0267260331"
"500","마샹스"," 서초동 1466-3","37.4806960863737","127.010022249984"
"501","현대5"," 광장동 554-7","37.5397148467697","127.100097759202"
"502","아스타 빌"," 구로동 108-4","37.4996138229484","126.890163306273"
"503","시범"," 여의도동 50","37.520693352724","126.937105491683"
"504","대치아이파크"," 대치동 888","37.4950567005784","127.054562708884"
"505","대림e-편한세상"," 행당동 347","37.5579017106154","127.02711847087"
"506","우장산아이파크,이편한세상"," 화곡동 1159","37.5493547358614","126.838765589968"
"507","오페라하우스"," 잠원동 71","37.5122409678014","127.005901075171"
"508","방배5차상지리츠빌"," 방배동 797-22","37.4940120568777","126.993435784715"
"509","상계주공4(고층)"," 상계동 749-5","37.6500654838418","127.062217257976"
"510","경원로얄시티"," 봉천동 148-139","37.4790649859918","126.963738548337"
"511","신현대11차"," 압구정동 433","37.5275560033999","127.024419823616"
"512","주공17단지"," 창동 38","37.6442064819292","127.05338274179"
"513","래미안퍼스티지"," 반포동 18-1","37.502931388892","126.9992463413"
"514","남산타운"," 신당동 844","37.5486807945139","127.008880476432"
"515","포스코더샵"," 상도동 521","37.5020771686333","126.942973546609"
"516","삼성래미안"," 창동 45","37.6490832554147","127.04854019084"
"517","신동아리버파크"," 노량진동 325","37.5074254730822","126.945123370196"
"518","타워팰리스1"," 도곡동 467","37.4882232479436","127.054439125962"
"519","금호어울림"," 홍제동 471","37.584564968792","126.940867900154"
"520","한솔솔파크"," 번동 138","37.6273613072931","127.038842916774"
"521","봉천동아"," 봉천동 1703","37.4895920965132","126.955554597324"
"522","아데나339"," 대방동 515","37.5127184331991","126.928918244379"
"523","푸른마을2"," 신정동 1281","37.5135514147541","126.835370168234"
"524","래미안라센트"," 종암동 134","37.5992882913524","127.038595496935"
"525","코오롱아파트"," 방이동 212-8","37.5086093984081","127.122363991153"
"526","서초힐스"," 우면동 773","37.4573997644016","127.018070846664"
"527","한화꿈에그린"," 중계동 598","37.6473308810022","127.083300413431"
"528","상계주공3(고층)"," 상계동 730-2","37.6523851714328","127.060626929817"
"529","삼창타워주상프라자"," 중계동 584-1","37.6590546172174","127.072714963046"
"530","DMC파크뷰자이1단지"," 남가좌동 385","37.5722579341307","126.917837154419"
"531","동원베네스트"," 이촌동 434","37.5269327905","126.955057305679"
"532","당산2차삼성","당산동4가 94-1","37.5278539911899","126.89843233437"
"533","상계주공6(고층)"," 상계동 720","37.6537976139077","127.064748595375"
"534","관악산벽산타운5"," 시흥동 1013","37.4479160600139","126.918442104095"
"535","관악동부센트레빌"," 봉천동 1719","37.4872048734348","126.950991136661"
"536","신동아아파트1"," 방학동 271-1","37.6609347988243","127.0267260331"
"537","행당 한진타운"," 행당동 346","37.5558804553964","127.029207383318"
"538","올림픽훼밀리타운"," 문정동 150","37.4885199252165","127.114377260406"
"539","수색자이 1단지"," 수색동 75","37.5795941415816","126.898649192226"
"540","보람1단지"," 상계동 639","37.6661826658174","127.064948745871"
"541","장미1"," 신천동 7","37.5188849274204","127.099280476931"
"542","우방아파트"," 공릉동 108","37.6266499248028","127.087314103707"
"543","신사씨티"," 신사동 297","37.6003550347728","126.904106671617"
"544","등촌동아이파크"," 등촌동 715","37.5439162770166","126.860229044711"
"545","두산"," 상계동 1110","37.677384417801","127.053148160922"
"546","경남아너스빌"," 신내동 804","37.6037224247933","127.096740656991"
"547","푸르빌3차"," 봉천동 1608-23","37.4761431888475","126.954368264238"
"548","은평뉴타운상림마을(롯데캐슬A-2)"," 진관동 14","37.6451953957895","126.924926304623"
"549","이좋은집"," 오류동 46-1","37.4948283467376","126.842024858993"
"550","삼성래미안2"," 상도동 421","37.4980563380301","126.958276440435"
"551","DMC래미안e편한세상"," 북가좌동 481","37.5726489857162","126.910550761779"
"552","미미"," 갈현동 538","37.6189925230757","126.913538710261"
"553","신동아","양평동1가 20","37.522150635404","126.886539979727"
"554","태경크레앙스(102동)"," 망원동 456-60","37.5541743494452","126.900657336086"
"555","신현대12차"," 압구정동 434","37.5289291939725","127.024109041617"
"556","DMC파크뷰자이1단지"," 남가좌동 385","37.5722579341307","126.917837154419"
"557","남산타운"," 신당동 844","37.5486807945139","127.008880476432"
"558","삼환","영등포동8가 76-1","37.5294570027378","126.905087646304"
"559","롯데낙천대"," 신대방동 713","37.4943314525612","126.913661930354"
"560","마포동원베네스트"," 도화동 564","37.5402414946312","126.95234943792"
"561","포스코더샵"," 상도동 521","37.5020771686333","126.942973546609"
"562","사당자이"," 사당동 1139","37.4886969037068","126.962444639513"
"563","동아그린"," 이촌동 411","37.5239356203446","126.958032726655"
"564","돈암힐스테이트"," 돈암동 639","37.5986117692027","127.015075015956"
"565","가락(1차)쌍용아파트"," 가락동 140","37.4955429569204","127.128117809357"
"566","개봉푸르지오"," 개봉동 492","37.5003989142298","126.848147697161"
"567","마포태영"," 대흥동 660","37.5447306086576","126.942570708808"
"568","금용"," 창동 809","37.6378479821145","127.035668887436"
"569","신부"," 봉천동 457-146","37.485175542619","126.95036720034"
"570","금호자이2차","금호동3가 700","37.5503795490386","127.021916573855"
"571","마곡엠밸리3단지"," 마곡동 736","37.568100992565","126.820143984036"
"572","창동주공4단지"," 창동 380","37.6442802221175","127.047829003653"
"573","학여울청구"," 하계동 354","37.636349632113","127.061339558817"
"574","우장산아이파크,이편한세상"," 화곡동 1159","37.5493547358614","126.838765589968"
"575","목동신시가지14"," 신정동 329","37.5161909461632","126.870337507112"
"576","래미안상도3차"," 상도동 431","37.4993523923787","126.954733217786"
"577","까치마을"," 수서동 746","37.4847340598121","127.087618357538"
"578","상계주공12(고층)"," 상계동 647","37.6661660800574","127.059319071937"
"579","대림"," 이촌동 395","37.5252183146702","126.954928463642"
"580","삼각산아이원"," 미아동 1357","37.6152263118285","127.01812709371"
"581","방화동동부센트레빌(875번지)"," 방화동 875","37.574703238848","126.814976041476"
"582","노블리움","상도1동 441-5","37.502597267453","126.951315494994"
"583","남가좌동현대"," 남가좌동 376","37.5749918612212","126.920125943504"
"584","현대(209)"," 시흥동 209","37.4540034379335","126.910648961274"
"585","삼선에스케이뷰","삼선동3가 116","37.5873141701073","127.011639179336"
"586","신트리1"," 신정동 1259","37.5137367146629","126.853687850909"
"587","신반포2"," 잠원동 73","37.5106988312975","127.002864177186"
"588","그린스테이트"," 쌍문동 311","37.651008639581","127.028801524773"
"589","산장아파트 가동, 나동"," 정릉동 780","37.6167648609946","127.002136993966"
"590","롯데캐슬루나"," 월계동 947","37.6265472079358","127.049792127486"
"591","신내9진흥"," 신내동 657","37.6119855898595","127.094726629688"
"592","코아루1단지"," 신월동 197-2","37.5317252519133","126.829591563073"
"593","신동아"," 용두동 779","37.5726984528529","127.032314709479"
"594","대동"," 월계동 925","37.621772863049","127.060433283371"
"595","성산시영(유원)"," 성산동 446","37.5721152959697","126.901892164797"
"596","한솔리베르"," 자양동 672","37.5281408521584","127.084678683607"
"597","구로두산"," 구로동 1265","37.4893408738135","126.889259288301"
"598","벽산"," 시흥동 1010","37.451951295722","126.919034001866"
"599","레이크팰리스"," 잠실동 44","37.5092678396302","127.094277269984"
"600","럭키대현"," 대현동 144","37.5596039122152","126.947581754502"
"601","LG선릉에클라트(B)"," 삼성동 142-3","37.5061683570162","127.050928670633"
"602","동신아파트"," 공릉동 745","37.6279956104976","127.07686359966"
"603","송파파인타운3단지"," 장지동 849","37.4838849061894","127.132938562438"
"604","래미안 웰스트림"," 현석동 225","37.5432114151593","126.935550955573"
"605","우성1"," 대림동 762-1","37.4963770821984","126.90089916339"
"606","벽산블루밍"," 봉천동 1718","37.4892878706206","126.944767004216"
"607","주공아파트 5단지"," 잠실동 27","37.5143684588228","127.09298211452"
"608","신동아"," 응암동 197-78","37.5969861477031","126.923484125256"
"609","현대2(4차)"," 중계동 578","37.6478441137209","127.084646922951"
"610","삼전솔하임3차"," 하월곡동 88-510","37.6068622707777","127.029962986238"
"611","래미안 영등포 프레비뉴"," 신길동 4945","37.5048285933146","126.908013434753"
"612","올림픽베어스타운1"," 방이동 171","37.5147668372164","127.118944719091"
"613","베어스타운","문래동6가 38-1","37.5191290369523","126.885238037168"
"614","신림현대"," 신림동 1694","37.4751024954808","126.932482579362"
"615","파크리오"," 신천동 17","37.5205366173754","127.10615089337"
"616","상아2차아파트"," 창동 300","37.6532538473412","127.044098544805"
"617","아남"," 오금동 67","37.5026865105314","127.135841640768"
"618","양천벽산블루밍2단지"," 신월동 1027","37.5250641970633","126.838734393467"
"619","돈암동더샵아파트"," 돈암동 603","37.5976209472385","127.010006432046"
"620","동아"," 창동 26","37.6512697309111","127.050332274529"
"621","상계주공2(고층)"," 상계동 740","37.6497540150085","127.058517787643"
"622","송파삼성래미안아파트"," 송파동 162","37.5047238856642","127.118675108271"
"623","상계주공2(고층)"," 상계동 740","37.6497540150085","127.058517787643"
"624","신창"," 창동 810","37.6407409978532","127.041844016725"
"625","코아루센타시아","동선동1가 121-6","37.5930495357101","127.019166149305"
"626","성림(390-5)"," 장안동 390-5","37.570859727766","127.06775579062"
"627","신일해피트리"," 북가좌동 455","37.5750463456097","126.904448291632"
"628","강서한강자이"," 가양동 1500","37.5664868440078","126.849144523266"
"629","목동신시가지5"," 목동 912","37.5341158028542","126.882083784433"
"630","주공8"," 중계동 362-1","37.6463145257443","127.075327845357"
"631","서라벌"," 돈암동 7-15","37.602632306261","127.027736482377"
"632","바비엥3"," 순화동 215","37.5631527459053","126.969654984929"
"633","비즈트위트바이올렛5차"," 가산동 140-36","37.4781250924735","126.889803702217"
"634","DMC래미안e편한세상"," 북가좌동 481","37.5726489857162","126.910550761779"
"635","동성"," 방화동 817","37.579602932122","126.812182127338"
"636","목동우성2"," 신정동 337","37.5078748013929","126.866720771352"
"637","메트로아파텔"," 길동 388-5","37.5374736307215","127.138898226824"
"638","광장자이"," 광장동 581","37.54257313525","127.095246940713"
"639","한신1차"," 중화동 450","37.5971495731568","127.081907230062"
"640","현대아이리스1"," 도곡동 944-5","37.489291518606","127.034158365766"
"641","신안네트빌2단지"," 방화동 869","37.5702404713701","126.809614706292"
"642","대림아크로빌"," 도곡동 467-6","37.4881205925146","127.051077656021"
"643","등촌동아이파크"," 등촌동 715","37.5439162770166","126.860229044711"
"644","(해오름)"," 장안동 400-3","37.5657078808875","127.064621112594"
"645","목동신시가지4"," 목동 904","37.5319318273523","126.871591433831"
"646","삼호3"," 월계동 13","37.6245905661541","127.065415722199"
"647","방배래미안타워"," 방배동 485-3","37.4750476984424","126.990469150051"
"648","인왕산아이파크"," 무악동 60","37.5770012392237","126.95744531003"
"649","돈암코오롱하늘채"," 돈암동 644","37.5992700563333","127.012569607103"
"650","한화오벨리스크"," 도화동 555","37.5400400282508","126.945470495343"
"651","구로두산위브"," 구로동 1278","37.4860999022608","126.890367848173"
"652","창동주공1단지"," 창동 305","37.6534852680803","127.039378028167"
"653","상계주공10(고층)"," 상계동 666","37.6630145873682","127.055709518101"
"654","프라비다트라움"," 신림동 1433-55","37.4848051201951","126.928086408982"
"655","태영데시앙"," 창동 819","37.6429264181637","127.033389787203"
"656","주공2"," 월계동 556","37.6281259684663","127.052782051404"
"657","상록파라브"," 장안동 440-1","37.564069479733","127.072139800439"
"658","삼환","영등포동8가 76-1","37.5294570027378","126.905087646304"
"659","은빛1단지"," 상계동 1255","37.6810986070578","127.053755380663"
"660","삼각산아이원"," 미아동 1357","37.6152263118285","127.01812709371"
"661","더샵서초"," 서초동 1445-14","37.4835416563974","127.017676100063"
"662","코오롱"," 석관동 405","37.606282766343","127.065717692893"
"663","에스케이북한산시티"," 미아동 1353","37.6179760334621","127.01263074872"
"664","럭키대현"," 대현동 144","37.5596039122152","126.947581754502"
"665","한양1차(영동한양)"," 압구정동 490","37.5303153460239","127.038801247058"
"666","반포훼미리(101동)"," 반포동 713-1","37.507600073913","127.017646257496"
"667","청구"," 하계동 284","37.6378661643059","127.06870677712"
"668","DMC파크뷰자이1단지"," 남가좌동 385","37.5722579341307","126.917837154419"
"669","장안힐스테이트"," 장안동 329-2","37.5759645757228","127.075350090148"
"670","우성5"," 신도림동 638","37.5126270852356","126.884179456304"
"671","동아2"," 신도림동 644","37.5085457625955","126.885892478427"
"672","태영빌라2"," 구로동 740-79","37.4890516348497","126.886395913961"
"673","래미안밤섬리베뉴 Ⅰ"," 상수동 402","37.5466237941713","126.925487415214"
"674","엘에이치강남아이파크"," 자곡동 602","37.4746603609888","127.101432102834"
"675","현대"," 개봉동 481","37.492077368255","126.858496444041"
"676","서울가든"," 도봉동 555","37.6865526246139","127.041630978619"
"677","벽산3"," 시흥동 1006","37.4531329985761","126.917763976913"
"678","대림1"," 신도림동 642","37.5058449867495","126.880590578918"
"679","한양8(81동한개동)"," 압구정동 510","37.5299675412155","127.04176056125"
"680","신동아아파트1"," 방학동 271-1","37.6609347988243","127.0267260331"
"681","성원(650)"," 대림동 650","37.5038414805746","126.896607959674"
"682","한신한강","성수동2가 442","37.5358576988413","127.052691494089"
"683","욱현"," 중곡동 90-18","37.555868998749","127.090536018636"
"684","극동(105)"," 사당동 105","37.4896946254326","126.975650061703"
"685","삼환나우빌(520-0)"," 상도동 520","37.4982647180084","126.956465462425"
"686","신동아아파트1"," 방학동 271-1","37.6609347988243","127.0267260331"
"687","위례24단지(꿈에그린)"," 장지동 901","37.4758879665566","127.139306701251"
"688","벽산"," 하계동 271-3","37.6354452993831","127.064243687991"
"689","영등포푸르지오"," 영등포동 647","37.5115335007356","126.90238989779"
"690","대주파크빌"," 신월동 1028","37.5142784223721","126.842497621202"
"691","리버힐삼성"," 산천동 193","37.535002087034","126.95059340676"
"692","두산"," 개봉동 472","37.4950033610049","126.852653178887"
"693","시범"," 여의도동 50","37.520693352724","126.937105491683"
"694","보라매현대"," 신대방동 395-65","37.4921104184158","126.923523844284"
"695","상계주공16(고층)"," 상계동 624","37.6687833155991","127.053725187886"
"696","강변"," 잠원동 53-15","37.5177496639756","127.012287721629"
"697","신공덕1차삼성래미안1아파트"," 신공덕동 155","37.543481366444","126.955737846962"
"698","보람2단지"," 상계동 639","37.6661826658174","127.064948745871"
"699","삼각산아이원"," 미아동 1357","37.6152263118285","127.01812709371"
"700","올림픽선수기자촌1단지"," 방이동 89","37.5175616546675","127.136371627591"
"701","엘에이치서초4단지"," 우면동 788","37.458461703115","127.023654863934"
"702","경남"," 쌍문동 73","37.6548047423787","127.035145507637"
"703","CJ나인파크"," 문배동 24-6","37.5360844630167","126.969170724866"
"704","마포태영"," 대흥동 660","37.5447306086576","126.942570708808"
"705","방화동동부센트레빌(875번지)"," 방화동 875","37.574703238848","126.814976041476"
"706","강남 더샵 포레스트"," 수서동 537","37.4811061945995","127.09524438892"
"707","신세계5차"," 내발산동 675-6","37.5534619530479","126.838714868938"
"708","벽산라이브파크"," 미아동 1354","37.6211496720682","127.010827075164"
"709","힐스테이트 상도 프레스티지"," 상도동 533","37.4965353794851","126.948946354609"
"710","롯데캐슬갤럭시"," 잠원동 50","37.5201839405441","127.016436120872"
"711","학여울청구"," 하계동 354","37.636349632113","127.061339558817"
"712","벽산블루밍"," 신림동 1733","37.4638903779024","126.931178515716"
