"ÀÏ·Ã¹øÈ£","±¸ºÐÄÚµå","Áö¿ªÄÚµå","¾ð¾î","ÀÌ¸§","ÁÖ¼Ò","È¨ÆäÀÌÁö","ÀÌ¹ÌÁö¸í","ÀÌ¹ÌÁö°æ·Î","À§µµ","°æµµ","»ç¿ë¿©ºÎ"
"376","M002","H001","ENG","WUDANG","53 Gyedong-gil Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=707&pcate=2&smarket[0]=22&pn=1","SPM_1520385950343.jpg","/home/data/shp/place/","37.5796519","126.98658999999998","Y"
"324","M010","H001","JPN","ªÉª¦ª·","ñ£ÖØ? «­«§«É«ó«®«ë 37","","SPM_1486114804886.PNG","/home/data/shp/place/","37.5790313","126.98640820000003","Y"
"359","M004","H001","CHN","ß²ú¤ñÐÊ«","?ÖØ?ß²?ÖØ9Ê¶15 (ß²?Ô×)","http://samhaesoju.modoo.at/","SPM_1487037001472.PNG","/home/data/shp/place/","37.586943","126.981299","Y"
"176","M002","H001","CHN","DALZIPÝÁõ½","ñ£ÖØÏ¡ ß²ôèÔ× 35-222","","SPM_1486101431764.jpg","/home/data/shp/place/","37.5840969","126.983475","N"
"392","M002","H006","KOR","¼ººÏµ¿ ÇÑ¿ÁÀºÇÏ¼ö","¼ººÏ±¸ ¼ººÏ·Î 10°¡±æ 25","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=720","SPM_1522908147963.jpg","/home/data/shp/place/","37.5927799","127.00309040000002","N"
"204","M002","H005","JPN","«Ó«Ó«ó«Ð «²«¹«È«Ï«¦«¹","«Á«ç«ó«Î&#21306; «¤«¯«½«óÔ×166-39","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=522&pcate=2&smarket[0]=22&pn=1","SPM_1486102546895.jpg","/home/data/shp/place/","37.5732771","126.9898574","Y"
"250","M004","H001","CHN","?Ü¡? ?úþíÂÛ©","âÏ??ÖØ?óãÓì?5Ê¶ 10 (ê½à¤Ô×)","","SPM_1486105994339.PNG","/home/data/shp/place/","37.583256","126.989288","Y"
"254","M005","H012","CHN","û³ûù-Ô×ËÜÚÅñéãý","ñ£ÖØÏ¡ û³ûùÔ× 74-30","","SPM_1486106192740.jpg","/home/data/shp/place/","37.5868518","127.0006128","Y"
"255","M005","H012","JPN","«½«¦«ëÑõß£?÷ÖÐ¼íÞ","ñé? «È«¥«§«®«§«í «µ«à«·«Ö«®«ë 28","","SPM_1486106698198.jpg","/home/data/shp/place/","37.5588388","126.99407270000006","Y"
"263","M005","H006","CHN","ß²??","àòÝÁÏ¡ àòÝÁÔ× 330-115","http://www.samcheonggak.or.kr/","SPM_1486111593641.PNG","/home/data/shp/place/","37.5970377","126.98412110000004","Y"
"281","M006","H001","CHN","ÝÁõ½ÍìÔÒ??Û®","ñ£ÖØÏ¡ ÌýÔ× 135-2","","SPM_1486112428518.PNG","/home/data/shp/place/","37.58029459999999","126.98767610000004","Y"
"284","M006","H001","CHN","Doo GuestHouse","ñ£ÖØÏ¡ ÌýÔ× 15-6","http://www.dooguesthouse.com/","SPM_1486112522028.PNG","/home/data/shp/place/","37.5818847","126.98628800000006","Y"
"288","M006","H001","JPN","«¤?«½«¸«ç«ó(×Ýá¹ïÒ)ùÛÜ×ÍïÛ®","«½«¦«ëã¼«Á«ç«ó«Î«°(ñ¤ÖØ?)«±«É«ó6«®«ë4  (ÌýÔ×)","","SPM_1486112734549.jpg","/home/data/shp/place/","37.5823603","126.98700269999995","Y"
"290","M006","H001","JPN","ÙÊÍïéýÍïÛ®","ñ£ÖØ? «­«§«É«ó «­«ë 12","","SPM_1486113003907.PNG","/home/data/shp/place/","37.5827482","126.98726809999994","Y"
"294","M006","H001","JPN","«Ï«ó?«µ«ó«¹í©?ÍïÛ®","ñ£ÖØ? «Ö«¯«Á«ç«ó«í «·«Ö«®«ë 29-1","","SPM_1486113229308.jpg","/home/data/shp/place/","37.5827234","126.98563809999996","Y"
"367","M006","H001","KOR","°èµ¿ ¹è·Å °¡¿Á","°èµ¿ ¹è·Å °¡¿Á","https://www.ohseoul.org/archive/%EA%B3%84%EB%8F%99-%EB%B0%B0%EB%A0%B4%EA%B0%80%EC%98%A5/page/6/category/72","SPM_1500006016887.JPG","/home/data/shp/place/","37.5812784","126.9866053","Y"
"371","M006","H001","KOR","Á÷¹°³îÀÌ°ø¹æ","Á¾·Î±¸ ºÏÃÌ·Î11°¡±æ 14","","SPM_1517967238572.jpg","/home/data/shp/place/","37.582245","126.984039","Y"
"372","M006","H001","KOR","ºÏÃÌÃ¥¹æ","Á¾·Î±¸ ºÏÃÌ·Î5±æ 19-12","blog.naver.com/bcbooks 1201","SPM_1517968480194.jpeg","/home/data/shp/place/","37.5789135","126.98423609999998","Y"
"377","M002","H001","ENG","SIDE","257 Nuha-dong Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=618&pcate=2&smarket[0]=22&pn=1","SPM_1520386046963.png","/home/data/shp/place/","37.5783297","126.96886629999995","Y"
"394","M002","H006","JPN","ëÞùÁâ©","àòÝÁ&#21306;àòÝÁÖØ10«¬«®«ë25","http://stay.visitseoul.net/jp/02_room_view.html?pcate=3&fmuid=720","SPM_1522908667016.jpg","/home/data/shp/place/","37.5927799","127.00309040000002","Y"
"39","M002","H001","KOR","»ïÃ»µ¿ ÇÑ¿Á °Ô½ºÆ®ÇÏ¿ì½º","Á¾·Î±¸ ÆÈÆÇ±æ 25-6","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=327&pcate=2&smarket[0]=&smarket[1]=&sword=%EC%82%BC%EC%B2%AD%EB%8F%99%20%ED%95%9C%EC%98%A5%20%EA","SPM_1483620392478.jpg","/home/data/shp/place/","37.5831154","126.98093859999994","N"
"380","M002","H002","KOR","¼ö°Ô½ºÆ®ÇÏ¿ì½º","Á¾·Î±¸ ÇÊ¿î´ë·Î 5°¡±æ 13-4","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=671&pcate=2&smarket[0]=22&pn=1","SPM_1520388657344.jpg","/home/data/shp/place/","37.5799177","126.96797600000002","N"
"384","M002","H001","KOR","°ø½É°¡ ÇÑ¿Á °Ô½ºÆ®ÇÏ¿ì½º","¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »ç°£µ¿ 15-1","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=723","SPM_1522906654988.jpg","/home/data/shp/place/","37.5778601","126.9808835","N"
"395","M002","H006","KOR","ÇÑ¿Á °Ô½ºÆ®ÇÏ¿ì½º ¼ö´Ï","¼ººÏ±¸ º¸¹®·Î32±æ 42","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=696","SPM_1522914468784.jpg","/home/data/shp/place/","37.5899381","127.01847109999994","N"
"331","M004","H001","KOR","ÇÑ»ó¼öÀÚ¼ö°ø¹æ","Á¾·Î±¸ ºÏÃÌ·Î12±æ 29-1","","SPM_1486949112557.jpg","/home/data/shp/place/","37.582737","126.985637","Y"
"333","M002","H001","ENG","Yeoreum Hanok","11-2 Pirundae-ro 5ga-gil Jongno-gu","http://www.yeoreum.co.kr/","SPM_1486963367989.PNG","/home/data/shp/place/","37.579849","126.968176","N"
"340","M004","H001","ENG","Lacquer Studio","19-12 Bukchon-ro 5-gil Jongno-gu","","SPM_1486968976780.PNG","/home/data/shp/place/","37.5789135","126.9842361","Y"
"228","M002","H001","CHN","Hueahn","âÏ&#23572;÷å&#21035;ã¼&#38202;ÖØ&#21306;ÌýÔ× 81","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=344&pcate=2&smarket[0]=22&pn=3","SPM_1486104209576.jpg","/home/data/shp/place/","37.5801623","126.98653999999999","Y"
"251","M004","H001","JPN","«««Õ«§(Ê©?)ÚÅ?ÚÏÚªÎ½","«½«¦«ëã¼ñ¤ÖØ?«×«¯«Á«ç«ó«í12«®«ë17  (Ê©?Ô×)","","SPM_1486106077986.PNG","/home/data/shp/place/","37.5820903","126.98567159999993","Y"
"260","M005","H002","CHN","ÙëÍ¢ê®","ñ£ÖØÏ¡ ÜõäÜÔ× 327","","SPM_1486111440408.PNG","/home/data/shp/place/","37.5919699","126.9634479","Y"
"305","M006","H001","CHN","??ûæ?éÄ øÐ?ù«","âÏ??ÖØ?ÌýÔ×6Ê¶ 13 (ÌýÔ×)","","SPM_1486114011455.PNG","/home/data/shp/place/","37.5827435","126.98713229999998","Y"
"369","M005","H001","KOR","»óÃÌÀç","Á¾·Î±¸ ÀÚÇÏ¹®·Î17±æ 12-11","https://www.jfac.or.kr/site/main/content/sangchj01","SPM_1501552580872.jpg","/home/data/shp/place/","37.581869","126.96953","Y"
"370","M004","H001","KOR","Á÷¹°³îÀÌ°ø¹æ","Á¾·Î±¸ ºÏÃÌ·Î11°¡±æ 14","http://hanok.seoul.go.kr/front/kor/exp/expPlaceView.do?spmSeq=155&searchGubun=P100","SPM_1517966237751.jpg","/home/data/shp/place/","37.582245","126.984039","Y"
"382","M002","H001","JPN","WUDANG","ñ¤ÖØ&#21306;ÌýÔ×«®«ë53","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=707&pcate=2&smarket[0]=22&pn=1","SPM_1520389279294.jpg","/home/data/shp/place/","37.5796519","126.98658999999998","Y"
"385","M002","H001","ENG","Gongsimga Guesthouse","15-1 Sagan-dong Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=723","SPM_1522906838778.jpg","/home/data/shp/place/","37.5778601","126.9808835","Y"
"386","M002","H001","JPN","ÍöãýÊ«","ñ¤ÖØ&#21306;ÞÉÊßÔ×15-1","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=723","SPM_1522906921412.jpg","/home/data/shp/place/","37.5778601","126.9808835","Y"
"411","M002","H001","KOR","¿¬¿ìÇÏ¿ì½º (æÎéëÊ«)","¼­¿ï½Ã Á¾·Î±¸ ºÏÃÌ·Î12±æ 5-13","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=594","SPM_1523513296392.JPG","/home/data/shp/place/","37.582334","126.985323","N"
"375","M002","H002","KOR","»çÀÌµå","Á¾·Î±¸ ÇÊ¿î´ë·Î 27-5","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=618&pcate=2&smarket[0]=22&pn=1","SPM_1520382930673.png","/home/data/shp/place/","37.5783297","126.96886629999995","N"
"388","M002","H001","KOR","¿¡¹Ð","Á¾·Î±¸ ºÏÃÌ·Î11±æ 73-4","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=722","SPM_1522907542687.jpg","/home/data/shp/place/","37.5840074","126.9830177","N"
"400","M002","H006","KOR","À¯Áø ÇÑ¿Á¹®È­¼¾ÅÍ","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=304","http://www.eugenehouse.co.kr","SPM_1523511063373.jpg","/home/data/shp/place/","37.590878","127.000523","N"
"405","M002","H003","KOR","³²Çö´ç","¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °æ¿îµ¿ 23¹øÁö","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=314","SPM_1523511825639.jpg","/home/data/shp/place/","37.574445","126.988155","N"
"412","M002","H006","KOR","À¯ÁøÇÏ¿ì½º","¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÇýÈ­µ¿ 5-43¹øÁö","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=286","SPM_1523513379073.jpg","/home/data/shp/place/","37.590347","127.000220","N"
"308","M006","H001","JPN","Ùíû¡Ùþûùî¯?ëÀî÷ãÆíÞ","ñ£ÖØ? ?ÒÜÔ×","","SPM_1486114091616.PNG","/home/data/shp/place/","37.5787506","126.98572590000003","Y"
"368","M006","H001","KOR","ÇÊ¿îµ¿ È«°ÇÀÍ °¡¿Á","Á¾·Î±¸ ÇÊ¿î´ë·Î1±æ 14-4","https://www.ohseoul.org","SPM_1500006205831.jpg","/home/data/shp/place/","37.577761","126.96884130000001","Y"
"373","M006","H001","KOR","ÇÑ¿Á¹®È­¿ø","Á¾·Î±¸ °èµ¿±æ 103-7","www.hanok.org","SPM_1517968717380.jpg","/home/data/shp/place/","37.5818847","126.986288","Y"
"378","M002","H001","CHN","éÒÓÑ","&#38047;ÖØ&#21306;ÌýÔ×Ê¶53","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=707&pcate=&smarket[0]=22&pn=1","SPM_1520387976293.jpg","/home/data/shp/place/","37.5796519","126.98658999999998","Y"
"381","M002","H002","ENG","Guesthouse Soo","13-4 Pirundae-ro 5ga-gil Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=671&pcate=2&smarket[0]=22&pn=1","SPM_1520389147974.jpg","/home/data/shp/place/","37.5799177","126.96797600000002","Y"
"387","M002","H001","CHN","ÍöãýÊ«","&#38047;ÖØ&#21306;ÞÉ&#35855;Ô×15-1","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=723","SPM_1522906993684.jpg","/home/data/shp/place/","37.5778601","126.9808835","Y"
"389","M002","H001","ENG","Emile","73-4 Bukchon-ro 11-gil Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=722","SPM_1522907674060.jpg","/home/data/shp/place/","37.5840074","126.9830177","Y"
"391","M002","H001","CHN","äïÚ·&#23572;","&#38047;ÖØ&#21306;ÝÁõ½ÖØ11Ê¶73-4","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=722","SPM_1522907844946.jpg","/home/data/shp/place/","37.5840074","126.9830177","Y"
"396","M002","H006","ENG","Hanok Guesthouse Suni","42 Bomun-ro 32-gil Seongbuk-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=696","SPM_1522914625889.jpg","/home/data/shp/place/","37.5899381","127.0184711","Y"
"414","M002","H001","ENG","WWOOF Korea Guesthouse","52-11 Gyedong-Gil Jongno-Gu Seoul","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=293","SPM_1523515845114.jpg","/home/data/shp/place/","37.579688","126.987335","Y"
"416","M002","H006","ENG","Eugene Hanok Culture Center","28 Hyehwa-ro 16-gil Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=304","SPM_1523517243914.jpg","/home/data/shp/place/","37.590878","127.000523","Y"
"422","M002","H001","ENG","Doo GuestHouse","103-7 Gyedong-gil Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=318","SPM_1523518752308.jpg","/home/data/shp/place/","37.581890","126.986288","Y"
"398","M002","H001","KOR","º¹ÇÕÇÑ¿Á°ø°£ °÷","¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °èµ¿ 140-29¹øÁö","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=293","SPM_1523510375436.jpg","/home/data/shp/place/","37.579688","126.987335","N"
"399","M002","H001","KOR","¹ãºÎ °Ô½ºÆ®ÇÏ¿ì½º","¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °èµ¿ 134-1¹øÁö","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=303","SPM_1523510819997.jpg","/home/data/shp/place/","37.580410","126.987825","N"
"401","M002","H001","KOR","¼ÒÇÇ¾Æ °Ô½ºÆ®ÇÏ¿ì½º","¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼Ò°Ýµ¿ 157-1¹øÁö","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=306","SPM_1523511258646.jpg","/home/data/shp/place/","37.578866","126.981786","N"
"403","M002","H003","KOR","È¿¼±´ç","¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¾È±¹µ¿ 93¹øÁö","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=309","SPM_1523511599214.jpg","/home/data/shp/place/","37.576629","126.984432","N"
"407","M002","H001","KOR","°¡ÀÎ","¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °¡È¸µ¿ 1-38","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=320","SPM_1523512507583.jpg","/home/data/shp/place/","37.583944","126.984805","N"
"409","M002","H001","KOR","ºÏÃÌ °Ô½ºÆ®ÇÏ¿ì½º","¼­¿ï Á¾·Î±¸ °èµ¿±æ 89","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=480","SPM_1523513002010.jpg","/home/data/shp/place/","37.581282","126.986603","N"
"413","M002","H012","KOR","¾îºÎ½º °Ô½ºÆ®ÇÏ¿ì½º","¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ °í»êÀÚ·Î33±æ 19-5 (¿ëµÎµ¿)","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=456&pcate=&smarket[0]=&smarket[1]=&sword=%EC%96%B4%EB%B6%80%EC%8A%A4&sort=1&listline=10&pn=1","SPM_1523513494706.jpg","/home/data/shp/place/","37.577290","127.037142","N"
"280","M006","H001","CHN","ä²îÜÊ«??","ñ£ÖØÏ¡ ÌýÔ× 104-3","https://www.facebook.com/pg/wooriguest","SPM_1486112362488.PNG","/home/data/shp/place/","37.5790024","126.98608250000007","Y"
"287","M006","H001","CHN","×Ýá¹ïÒ?Ü×íÂÛ©","âÏ??ÖØ?Í¢Ô×6Ê¶ 4 (Í¢Ô×)","","SPM_1486112731343.jpg","/home/data/shp/place/","37.5823603","126.98700269999995","Y"
"397","M002","H006","CHN","ùÛè©ÚÅâÖâ÷ì¥","àòÝÁ&#21306;ÜÅ&#38376;ÖØ32Ê¶42","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=696","SPM_1522914758937.jpg","/home/data/shp/place/","37.5899381","127.0184711","Y"
"418","M002","H001","ENG","Ariranghouse","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=307","http://www.ariranghouse.com","SPM_1523517386946.jpg","/home/data/shp/place/","37.579546","126.986217","Y"
"419","M002","H003","ENG","Hyoseondang","49-14 Yulgok-ro Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=309","SPM_1523517703182.jpg","/home/data/shp/place/","37.576629","126.984432","Y"
"423","M002","H001","ENG","Ga-In Guesthouse","118 Bukchon-ro 11-gil Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=320","SPM_1523520663646.jpg","/home/data/shp/place/","37.583944","126.984805","Y"
"424","M002","H005","ENG","Oljae Guesthouse","21-6 Supyo-ro 28-gil Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=347","SPM_1523520705857.jpg","/home/data/shp/place/","37.573190","126.989856","Y"
"425","M002","H001","ENG","Bukchon Guesthouse","89 Gyedong-gil Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=480","SPM_1523520752227.jpg","/home/data/shp/place/","37.581282","126.986603","Y"
"426","M002","H001","ENG","Yeonwoohouse","5-13 Bukchon-ro 12-gil Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=594","SPM_1523520796447.JPG","/home/data/shp/place/","37.582334","126.985323","Y"
"427","M002","H006","ENG","EUGENE¡¯S HOUSE","36 Hyehwa-ro 12-gil Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=286","SPM_1523520887284.jpg","/home/data/shp/place/","37.590347","127.000220","Y"
"390","M002","H001","JPN","Emile","ñ¤ÖØ&#21306;ÝÁõ½ÖØ11«®«ë73-4","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=722","SPM_1522907777667.jpg","/home/data/shp/place/","37.5840074","126.9830177","Y"
"478","M002","H002","KOR","´©¸®ÇÑ¿Á°Ô½ºÆ®ÇÏ¿ì½º","¼­¿ï½Ã Á¾·Î±¸ Ã¼ºÎµ¿ 147-1","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=771&pcate=&smarketid=22&sword=&pn=1","SPM_1591582816680.jpg","/home/data/shp/place/","37.577444","126.971119","N"
"481","M002","H002","KOR","¼Ò¼ÒÇÏ¿ì½º","¼­¿ï½Ã Á¾·Î±¸ ÇÊ¿î´ë·Î 5°¡±æ 16-5","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=740&pcate=&smarketid=22&sword=&pn=2","SPM_1591583501382.jpg","/home/data/shp/place/","37.580666","126.968140","N"
"464","M006","H009","KOR","ÀÍ¼±µ¿","Á¾·Î±¸ ÀÍ¼±µ¿","(null)","2283_24.jpg","/home/data/shp/place/","37.574313","126.989756","Y"
"483","M002","H012","KOR","Ã¤È¿´ç","¼­¿ï½Ã ÀºÆò±¸ Áø°ü±æ 11-30 ÀºÆòÇÑ¿Á¸¶À»","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=733&pcate=&smarketid=22&sword=&pn=2","SPM_1591591326785.jpg","/home/data/shp/place/","37.642728","126.939069","N"
"393","M002","H006","ENG","Eunhasoo","25 Seongbuk-ro 10ga-gill Seongbuk-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=720","SPM_1522908203270.jpg","/home/data/shp/place/","37.5927799","127.00309040000002","Y"
"428","M002","H012","ENG","Uhbus Guest House","19-5 Gosanja-ro 33-gil Dongdaemun-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=456","SPM_1523521531422.jpg","/home/data/shp/place/","37.577290","127.037142","Y"
"465","M006","H011","KOR","ÀºÆò","¼­¿ïÆ¯º°½Ã ÀºÆò±¸","","2283_24.jpg","/home/data/shp/place/","37.619564","126.926806","Y"
"450","M002","H001","CHN","Sophia Guesthouse","&#38047;ÖØ&#21306; ×ÊÍÛÖØ1Ê¶ 74-11","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=306","SPM_1523581832432.jpg","/home/data/shp/place/","37.578866","126.981786","Y"
"457","M002","H005","CHN","Oljae Guesthouse","&#38047;ÖØ&#21306; â©&#26631;ÖØ28Ê¶ 21-6","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=347","SPM_1523583119154.jpg","/home/data/shp/place/","37.573190","126.989856","Y"
"451","M002","H001","CHN","Ariranghouse","&#38047;ÖØ&#21306; ÌýÔ×Ê¶49-20","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=307","SPM_1523581891474.jpg","/home/data/shp/place/","37.579546","126.986217","Y"
"449","M002","H006","CHN","Eugene Hanok Culture Center","&#38047;ÖØ&#21306; û³ûùÖØ16Ê¶ 28","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=304","SPM_1523581786476.jpg","/home/data/shp/place/","37.590878","127.000523","Y"
"459","M002","H001","CHN","ÝÁõ½&#23486;&#39302;","&#38047;ÖØ&#21306; ÌýÔ×Ê¶ 89","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=480","SPM_1523583288672.jpg","/home/data/shp/place/","37.581282","126.986603","Y"
"461","M002","H001","CHN","&#20044;øÖÕéÞì","&#19996;ÓÞ&#38376;&#21306;Í¯ß£í­ÖØ33Ê¶ 19-5","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=456","SPM_1523583463048.jpg","/home/data/shp/place/","37.577290","127.037142","Y"
"448","M002","H001","CHN","Bamboo Guesthouse","&#38047;ÖØ&#21306; ÌýÔ×2Ê¶ 17-21","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=303","SPM_1523581642763.jpg","/home/data/shp/place/","37.580410","126.987825","Y"
"454","M002","H003","CHN","Nam Hyun Dang","&#38047;ÖØ&#21306; ß²ìéÓÞÖØ 446-15","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=314","SPM_1523582071801.jpg","/home/data/shp/place/","37.574445","126.988155","Y"
"474","M002","H011","KOR","ÀÀÁ¤Çå","¼­¿ï½Ã ÀºÆò±¸ 50±æ 19","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=783&pcate=&smarketid=22&sword=&pn=1","SPM_1591581074465.png","/home/data/shp/place/","37.640408","126.939675","N"
"66","M004","H001","KOR","ÀüÅë¹ßÈ¿°ø¹æ 'ºú´ã'","Á¾·Î±¸ ºÏÃÌ·Î12±æ 5-12","http://hanok.seoul.go.kr/front/kor/exp/expPlaceView.do?spmSeq=9&searchGubun=P100","SPM_1498116113088.jpg","/home/data/shp/place/","37.582485","126.985498","Y"
"452","M002","H001","CHN","Hyoseondang","&#38047;ÖØ&#21306; ×ÊÍÛÖØ 49-14","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=309","SPM_1523581984936.jpg","/home/data/shp/place/","37.576629","126.984432","Y"
"456","M002","H001","CHN","Ga-In Guesthouse","&#38047;ÖØ&#21306; ÝÁõ½ÖØ11Ê¶ 118","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=320","SPM_1523582506133.jpg","/home/data/shp/place/","37.583944","126.984805","Y"
"462","M002","H001","CHN","&#36825;×ìãÀú­Ú·&#38889;è©","&#38047;ÖØ&#21306;×ÊÍÛÖØ10Ê¶15-14","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=665","SPM_1523583656304.JPG","/home/data/shp/place/","37.576571","126.991401","Y"
"453","M002","H001","CHN","KunDaeMunJip","&#38047;ÖØ&#21306; ÌýÔ×2Ê¶ 7","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=312","SPM_1523582027871.jpg","/home/data/shp/place/","37.580004","126.987116","Y"
"466","M006","H009","ENG","Ikseon-dong","Jongno-gu Ikseon-dong","","2283_24.jpg","/home/data/shp/place/","37.574313","126.989756","Y"
"467","M006","H009","JPN","ìÏà¼Ô×","ñ£ÖØ£¿ ìÏà¼Ô×","","2283_24.jpg","/home/data/shp/place/","37.574313","126.989756","Y"
"468","M006","H009","CHN","ìÌà¼Ô×","ñ£ÖØÏ¡ ìÌà¼Ô×","","2283_24.jpg","/home/data/shp/place/","37.574313","126.989756","Y"
"455","M002","H001","CHN","Doo GuestHouse","&#38047;ÖØ&#21306; ÌýÔ×Ê¶ 103-7","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=318","SPM_1523582383111.jpg","/home/data/shp/place/","37.581890","126.986288","Y"
"458","M002","H001","CHN","&#33714;ÓÒ&#23486;&#39302;","&#38047;ÖØ&#21306; ÌýÔ×6Ê¶ 3","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=477","SPM_1523583199487.jpg","/home/data/shp/place/","37.5824775","126.98700570000005","Y"
"460","M002","H006","CHN","êæ&#30495;îÜÊ« (EUGENE¡¯S HOUSE)","&#38047;ÖØ&#21306;û³ûùÖØ12Ê¶36","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=286","SPM_1523583380729.jpg","/home/data/shp/place/","37.590347","127.000220","Y"
"463","M002","H005","CHN","Òýí»æÔ&#38889;è©","&#38047;ÖØ&#21306;×ÊÍÛÖØ10Ê¶81-3","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=667","SPM_1523583791255.JPG","/home/data/shp/place/","37.573969","126.991816","Y"
"490","M002","H011","KOR","´ö¼±Àç","¼­¿ï ÀºÆò±¸ ¿¬¼­·Î50±æ 17-1 ÀºÆòÇÑ¿Á¸¶À» ´ö¼±Àç","https://korean.visitseoul.net/seoul-stay/view/%EB%8D%95%EC%84%A0%EC%9E%AC?us=296","SPM_1611301274789.jpg","/home/data/shp/place/","37.6403085887046","126.939591972664","Y"
"484","M002","H012","KOR","ÇÑ¿ÁÃ¼Çè Ç³°æ","¼­¿ï½Ã Á¾·Î±¸ ¼º±Õ°ü·Î 32-6","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=728&pcate=&smarketid=22&sword=&pn=2","SPM_1591591638556.jpg","/home/data/shp/place/","37.585671","126.997194","N"
"485","M002","H003","KOR","¼­¿ïÀÌ¾ß±â ÇÑ¿Á","¼­¿ï½Ã Á¾·Î±¸ ¾È±¹µ¿ 97¹øÁö","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=737&pcate=&smarketid=22&sword=&pn=2","SPM_1591596709888.jpg","/home/data/shp/place/","37.577186","126.984635","N"
