"ÀÏ·Ã¹øÈ£","±¸ºÐÄÚµå","Áö¿ªÄÚµå","¾ð¾î","ÀÌ¸§","ÁÖ¼Ò","È¨ÆäÀÌÁö","ÀÌ¹ÌÁö¸í","ÀÌ¹ÌÁö°æ·Î","À§µµ","°æµµ","»ç¿ë¿©ºÎ"
"147","M006","H001","ENG","Lee Sojeong Hanbok Workshop","4 Gyedong 6-gil Jongno-gu","","SPM_1485934779223.jpg","/home/data/shp/place/","37.5823603","126.98700269999995","Y"
"311","M006","H001","CHN","ßÍù«?ìÑû¡ÍöÛ®","ñ£ÖØÏ¡ ÌýÔ× 2-131","","SPM_1486114236515.PNG","/home/data/shp/place/","37.5828614","126.98754170000007","Y"
"122","M004","H001","ENG","Woori Bitkkal Workshop","14 Bukchon-ro 11ga-gil Jongno-gu","/front/eng/exp/expPlaceView.do?spmSeq=37&searchGubun=P100","SPM_1485910254810.jpg","/home/data/shp/place/","37.582245","126.984039","Y"
"139","M005","H006","ENG","Suyeonsanbang","8 Seongbuk-ro 26-gil Seongbuk-gu","","SPM_1485923503508.jpg","/home/data/shp/place/","37.5950128","126.99482590000002","Y"
"144","M006","H001","ENG","Bukchon Community Library","11-9 Gyedong 2-gil Jongno-gu","","SPM_1500006751321.JPG","/home/data/shp/place/","37.58029459999999","126.98767610000004","Y"
"53","M006","H001","KOR","È«º®ÇåÁöÇü°ø¹æ","Á¾·Î±¸ Ã¢´ö±Ã5±æ 10","/front/kor/exp/expPlaceView.do?spmSeq=124&searchGubun=P300","SPM_1484641247595.jpg","/home/data/shp/place/","37.5832449","126.98928909999995","Y"
"321","M005","H001","JPN","ÝÁõ½«³«ß«å«Ë«Æ«£«®«ã«é«ê?","ñ£ÖØ? «­«§«É«ó «­«ë 11-6","","SPM_1486114710180.PNG","/home/data/shp/place/","37.58029459999999","126.98767610000004","Y"
"358","M004","H001","CHN","×Ýá¹ïÒ?Ü×íÂÛ©","âÏ??ÖØ?Í¢Ô×6Ê¶ 4 (Í¢Ô×)","","SPM_1487036945420.PNG","/home/data/shp/place/","37.5823603","126.98700269999995","Y"
"231","M002","H002","JPN","«­«à«Á «²«¹«È«Ï«¦«¹","ñ¤ÖØ&#21306; ù°ê£Ô× 228Ûãò¢","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=329&pcate=2&smarket[0]=22&pn=2","SPM_1486105012496.jpg","/home/data/shp/place/","37.576397","126.96958240000004","Y"
"276","M006","H001","CHN","ä²?îÜßäóôíÂÛ©","âÏ??ÖØ?ÝÁõ½ÖØ11°¡Ê¶ 14 (Ê©?Ô×)","","SPM_1486112137097.jpg","/home/data/shp/place/","37.582245","126.984039","Y"
"291","M006","H001","CHN","×ÝÐñ÷Á???? íÂÛ©","ñ£ÖØÏ¡ ê½à¤Ô× 41","","SPM_1486113119510.PNG","/home/data/shp/place/","37.5829925","126.98928120000005","Y"
"296","M006","H001","CHN","?Ü¡? ?úþíÂÛ©","âÏ??ÖØ?óãÓì?5Ê¶ 10 (ê½à¤Ô×)","","SPM_1486113324468.jpg","/home/data/shp/place/","37.5832449","126.98928909999995","Y"
"342","M004","H001","ENG","Samhae Brewery","ñ£ÖØ? «µ«à«Á«ç«ó«í «­«ë 15","http://samhaesoju.modoo.at/","SPM_1486969272300.PNG","/home/data/shp/place/","37.586943","126.981299","Y"
"349","M004","H001","JPN","«Á«ç«ó«¦«©«ó«µ«ó«Ð«ó","«Á«ç«ó«Î«°(ñ¤ÖØ?)«×«¯«Á«ç«ó«í6«®«ë27  (ÌýÔ×)","http://cwsb.modoo.at/","SPM_1486973178016.PNG","/home/data/shp/place/","37.5803409","126.986349","Y"
"178","M002","H002","JPN","ª·ª°ªì","ñ£ÖØ&#21306;  «Á«ã«Ï«à«ó«í «·«Ö«®«ë 16-5","http://xiwoo.co.kr/","SPM_1486101522431.jpg","/home/data/shp/place/","37.582706","126.96948410000005","N"
"191","M002","H001","CHN","InwooÛ®è©","ñ£ÖØÏ¡ ÌýÔ× 2-63","https://www.facebook.com/Inwoo-House-445959108784091/","SPM_1486102117524.jpg","/home/data/shp/place/","37.5826144","126.98710460000007","N"
"3","M002","H001","KOR","Ãë¿îÁ¤","Á¾·Î±¸ À²°î·Î1±æ 40-11","http://www.chiwoonjung.com","SPM_1483578688470.jpg","/home/data/shp/place/","37.5775143","126.98121309999999","N"
"38","M002","H002","KOR","±èÄ¡ °Ô½ºÆ®ÇÏ¿ì½º","Á¾·Î±¸ ÀÚÇÏ¹®·Î1±æ 45-10","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=329&pcate=2&smarket[0]=&smarket[1]=&sword=%EA%B9%80%EC%B9%98%20%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95","SPM_1483620330593.jpg","/home/data/shp/place/","37.576397","126.96958240000004","N"
"404","M002","H001","KOR","Å«´ë¹®Áý","¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °èµ¿ 124¹øÁö","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=312","SPM_1523511711099.jpg","/home/data/shp/place/","37.580004","126.987116","N"
"440","M002","H001","JPN","Ê­ìÑ","ñ¤ÖØ&#21306; «×«¯«Á«ç«ó«í11«®«ë 118","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=320","SPM_1523580976043.jpg","/home/data/shp/place/","37.583944","126.984805","Y"
"443","M002","H001","JPN","«è«ó«À«ó&#12539;«²«¹«È«Ï«¦«¹","ñ¤ÖØ&#21306; «±«É«ó6«®«ë 3","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=477","SPM_1523581256019.jpg","/home/data/shp/place/","37.5824775","126.98700570000005","Y"
"445","M002","H006","JPN","«æ«¸«óªÎÊ«","ñ¤ÖØ&#21306; «Ø«Õ«¡«í12«®«ë 36","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=286","SPM_1523581430894.jpg","/home/data/shp/place/","37.590347","127.000220","Y"
"174","M002","H001","CHN","à¤õ½Guesthouse","ñ£ÖØÏ¡ ÷×ìÒÔ× 150","http://www.seochonguesthouse.com/","SPM_1486100736939.jpg","/home/data/shp/place/","37.5790608","126.97065629999997","N"
"201","M002","H005","CHN","áÅÓÈËÔíÐ","&#38047;ÖØ&#21306;×ÊÍÛÖØ8Ê¶45","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=523&pcate=2&smarket[0]=22&pn=1","SPM_1486102486093.jpg","/home/data/shp/place/","37.5752477","126.99112250000007","Y"
"252","M004","H001","CHN","Ê©?ÚÅ?ÚÏÚª?","âÏ??ÖØ?ÝÁõ½ÖØ12Ê¶ 17 (Ê©?Ô×)","","SPM_1486106080451.PNG","/home/data/shp/place/","37.5820903","126.98567159999993","Y"
"259","M005","H002","JPN","ÙëÍ¢ê®","ñ£ÖØ? «Á«ã«ó«¦«£«à«ó«í «««®«ë 2","","SPM_1486111435002.PNG","/home/data/shp/place/","37.5919699","126.9634479","Y"
"264","M005","H006","JPN","ß²??","àòÝÁ? «Æ«µ«°«î«ó«í 3","http://www.samcheonggak.or.kr/","SPM_1486111598484.PNG","/home/data/shp/place/","37.5970377","126.98412110000004","Y"
"326","M004","H001","KOR","»ý¿ÌÄ¥°ø¹æ","Á¾·Î±¸ ºÏÃÌ·Î5±æ 19-12","","SPM_1486947456787.jpg","/home/data/shp/place/","37.578922","126.984236","Y"
"351","M006","H001","JPN","ßæöÔÍïÛ®","«½«¦«ëã¼«Á«ç«ó«Î«°(ñ¤ÖØ?)«×«¯«Á«ç«ó«í5«®«ë19-12  (ÌýÔ×)","","SPM_1486973432059.PNG","/home/data/shp/place/","37.5789135","126.9842361","Y"
"196","M002","H001","CHN","á¦ðóGuesthouse","ñ£ÖØÏ¡ ô÷Ý¤Ô× 163-3","http://www.sejonghouse.kr/","SPM_1486102238739.jpg","/home/data/shp/place/","37.5771046","126.97076019999997","N"
"214","M002","H001","CHN","Goi","ñ£ÖØÏ¡ Ê©üåÔ× 51-1","http://goiseoul.kr","SPM_1486103728874.jpg","/home/data/shp/place/","37.581475","126.98411299999998","N"
"232","M002","H002","CHN","Kimchi Guesthouse","&#23572;÷å&#21035;ã¼&#38202;ÖØ&#21306;ù°éöÔ× 228","http://stay.visitseoul.net/ck/02_room_list.html?pn=3&&pcate=2&smarket[0]=22","SPM_1486105014758.jpg","/home/data/shp/place/","37.576397","126.96958240000004","Y"
"233","M002","H002","JPN","ß²&#28165;Ô× «²«¹«È«Ï«¦«¹","ñ¤ÖØ&#21306; ø¢÷÷Ô× 104-10Ûãò¢","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=327&pcate=2&smarket[0]=22&pn=3","SPM_1486105076940.jpg","/home/data/shp/place/","37.5831154","126.98093859999994","Y"
"237","M004","H001","JPN","«¦«ê«Ó«Ã«««ëÍïÛ®","«½«¦«ëã¼«Á«ç«ó«Î«°(ñ¤ÖØ?)«×«¯«Á«ç«ó«í11«¬«®«ë14  (Ê©?Ô×)","","SPM_1486105560900.PNG","/home/data/shp/place/","37.582245","126.984039","Y"
"128","M004","H001","ENG","Hong Byeokheon Hanji Doll","10 Changdeokgung 5-gil Jongno-gu","/front/eng/exp/expPlaceView.do?spmSeq=43&searchGubun=P100","SPM_1485910690426.jpg","/home/data/shp/place/","37.583256","126.989288","Y"
"150","M006","H001","ENG","Han Sangsoo Embroidery Workshop","29-1 Bukchon-ro 12-gil Jongno-gu","","SPM_1485935449978.jpg","/home/data/shp/place/","37.5827234","126.98563809999996","Y"
"162","M006","H001","ENG","Seoul Hanok Center","11-7 Gyedong 2-gil Jongno-gu","","SPM_1485999104908.jpg","/home/data/shp/place/","37.5802677","126.98747830000002","Y"
"383","M002","H002","JPN","«²«¹«È«Ï«¦«¹¡¸«¹-¡¹","ñ¤ÖØ&#21306;ù°ê£ÓÞÖØ5Ê¶«®«ë13-4","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=671&pcate=2&smarket[0]=22&pn=1","SPM_1520389379072.jpg","/home/data/shp/place/","37.5799177","126.96797600000002","Y"
"417","M002","H001","ENG","Sophia Guesthouse","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=306","http://www.sophiagh.com","SPM_1523517295871.jpg","/home/data/shp/place/","37.578866","126.981786","Y"
"429","M002","H001","ENG","Haemil Hanok guestho","15-14 Yulgok-ro 10-gil Jongno-gu","http://stay.visitseoul.net/eng/02_room_view.html?fmuid=665","SPM_1523522074914.JPG","/home/data/shp/place/","37.576571","126.991401","Y"
"447","M002","H001","CHN","WWOOF Korea Guesthouse","&#38047;ÖØ&#21306; ÌýÔ×Ê¶ 52-11","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=293","SPM_1523581586059.jpg","/home/data/shp/place/","37.579688","126.987335","Y"
"285","M006","H001","CHN","Õ¢??öÔ","âÏ??ÖØ?ÌýÔ×4Ê¶ 3 (ÌýÔ×)","","SPM_1486112581171.jpg","/home/data/shp/place/","37.5822661","126.98704929999997","Y"
"332","M004","H001","KOR","ÇÏ´Ã¹°ºû","Á¾·Î±¸ Ã¢´ö±Ã5±æ 8","https://naturaldye.modoo.at/?link=6iqzjf7f","SPM_1486950220072.jpg","/home/data/shp/place/","37.5831772","126.98896279999997","Y"
"341","M004","H001","ENG","Lee Sojeong Hanbok Workshop","4 Gyedong 6-gil Jongno-gu","","SPM_1486969067293.PNG","/home/data/shp/place/","37.5823603","126.98700269999995","Y"
"345","M004","H001","ENG","Han Sangsoo Embroidery Workshop","29-1 Bukchon-ro 12-gil Jongno-gu","","SPM_1486970583427.PNG","/home/data/shp/place/","37.5827234","126.98563809999996","Y"
"175","M002","H001","JPN","«À«ë«¸«×ÝÁõ½","ñ£ÖØ&#21306;  «Ö«¯«Á«ç«ó«í «·«Ö«¤«ë«®«ë 78-3","https://www.facebook.com/dalzip.bukchon","SPM_1486101429595.jpg","/home/data/shp/place/","37.5840969","126.983475","N"
"183","M002","H001","CHN","ùÛGuesthouse","ñ£ÖØÏ¡ ÷×ìÒÔ× 65-1","http://www.hanguesthouse.net/","SPM_1486101766244.jpg","/home/data/shp/place/","37.5798932","126.9698206","N"
"246","M004","H001","CHN","ÑÑÚØíÂÛ©¡°ÑÑÚØæÃ¡±","âÏ??ÖØ?ÝÁõ½ÖØ12Ê¶ 24-12 (Ê©?Ô×)","kumbakyeon.modoo.at","SPM_1486105833315.PNG","/home/data/shp/place/","37.582595","126.986177","Y"
"300","M006","H001","CHN","?×û?íÂÛ©","âÏ??ÖØ?ÝÁõ½ÖØ12Ê¶ 10 (Ê©?Ô×)","","SPM_1486113558785.PNG","/home/data/shp/place/","37.5817446","126.98560270000007","Y"
"209","M002","H001","CHN","SeunghyoÊ«","&#38047;ÖØ&#21306;ÝÁõ½ÖØ12Ê¶35-3","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=496&pcate=2&smarket[0]=22&pn=2","SPM_1486103618426.jpg","/home/data/shp/place/","37.5829268","126.9859285","Y"
"238","M004","H001","CHN","¡°ä²?îÜßäóô¡±ÍïÛ©","âÏ??ÖØ?ÝÁõ½ÖØ11°¡Ê¶ 14 (Ê©?Ô×)","","SPM_1486105566360.PNG","/home/data/shp/place/","37.582245","126.984039","Y"
"177","M002","H002","CHN","ãÁéë","ñ£ÖØÏ¡ è¬ìÒÔ× 2-12","http://xiwoo.co.kr/","SPM_1486101518750.jpg","/home/data/shp/place/","37.582706","126.96948410000005","N"
"184","M002","H001","JPN","ùÛ«²«¹«È«Ï«¦«¹","ñ£ÖØ&#21306;  «Á«ã«Ï«à«ó«í «·«Ö«¤«ë«®«ë 21-8","http://www.hanguesthouse.net/","SPM_1486101769411.jpg","/home/data/shp/place/","37.5798932","126.9698206","Y"
"35","M002","H001","KOR","Åä´Ù±â","Á¾·Î±¸ Ã¢´ö±Ã±æ 160-1","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=346&pcate=2&smarket[0]=&smarket[1]=&sword=%ED%86%A0%EB%8B%A4%EA%B8%B0&pn=1","SPM_1483619974694.jpg","/home/data/shp/place/","37.5831072","126.98710019999999","N"
"51","M006","H001","KOR","¸®±âÅÂÀüÅë¿¬°ø¹æ","Á¾·Î±¸ Ã¢´ö±Ã5±æ 4","","SPM_1484641144555.jpg","/home/data/shp/place/","37.5829925","126.98928120000005","Y"
"323","M010","H001","CHN","ÔÏÌù","ñ£ÖØÏ¡ ÌýÔ× 105","","SPM_1486114803241.PNG","/home/data/shp/place/","37.5790313","126.98640820000003","Y"
"213","M002","H001","JPN","«´«¤","ñ£ÖØ&#21306; ÝÁõ½ÖØ11«­«ë13 - 12","http://goiseoul.kr","SPM_1486103725941.jpg","/home/data/shp/place/","37.581475","126.98411299999998","N"
"273","M005","H012","CHN","ùÛÙæâ×ÙþùÊÎ½","ñ£ÖØÏ¡ Ù¥×ÃìéÊ¶ 33-100","http://www.hahnmoosook.com/","SPM_1486112025709.PNG","/home/data/shp/place/","37.5877392","126.99858429999995","Y"
"357","M004","H001","CHN","ßæöÔÍïÛ®","âÏ??ÖØ?ÝÁõ½ÖØ5Ê¶ 19-12 (?Ô×)","","SPM_1487036883315.PNG","/home/data/shp/place/","37.5789135","126.9842361","Y"
"193","M002","H001","JPN","Dahmsojung","ñ£ÖØÏ¡ÝÁõ½9Ô³16£­2Ûãò¢","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=589&pcate=2&smarket[0]=&smarket[1]=&sword=Dahmsojung&pn=1","SPM_1486102177041.jpg","/home/data/shp/place/","37.5813002","126.98432709999997","Y"
"205","M002","H001","CHN","Ø²ú­ÓÑ£¨manaedang£©","&#38047;ÖØ&#21306;ÌýÔ×62-2","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=521&pcate=2&smarket[0]=22&pn=1","SPM_1486102607253.jpg","/home/data/shp/place/","37.581926","126.98669050000001","Y"
"217","M002","H001","CHN","&#38889;è©Õé&#39302;201","£¿ÖØ£¿Ê©£¿Ô×201£¿","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=458&pcate=2&smarket[0]=22&pn=2","SPM_1486103904452.jpg","/home/data/shp/place/","37.5804605","126.98537550000003","Y"
"240","M004","H001","CHN","??ûæ?éÄøÐ?ù«","âÏ??ÖØ?ÌýÔ×6Ê¶ 13 (ÌýÔ×)","","SPM_1486105637449.jpg","/home/data/shp/place/","37.582761","126.987133","Y"
"270","M005","H001","CHN","Ê©üåÔ×ÛÜìèð­Ê«","ñ£ÖØÏ¡ Ê©üåÔ× 93-1","https://www.museum.seoul.kr/www/guide/vis/BIJHShow","SPM_1486111884808.PNG","/home/data/shp/place/","37.580642","126.98406649999993","Y"
"297","M006","H001","CHN","?è©úðÔÒ?ùê","ñ£ÖØÏ¡ î±Ô× 84-40","","SPM_1486113431655.PNG","/home/data/shp/place/","37.58208740000001","126.98606560000007","Y"
"318","M006","H001","CHN","âÏ£¿£¿è©ñéãý","âÏ??ÖØ?ÌýÔ×2Ê¶ 11-7 (ÌýÔ×)","","SPM_1486114406241.jpg","/home/data/shp/place/","37.5802677","126.98747830000002","Y"
"334","M004","H001","ENG","ChungWonSanBang","27 Bukchon-ro 6-gil Jongno-gu","http://cwsb.modoo.at/","SPM_1486966182110.PNG","/home/data/shp/place/","37.5803409","126.986349","Y"
"362","M004","H001","CHN","??âªí©?ÚÏÚª?","ñ£ÖØÏ¡ Ê©üåÔ× 11-32","","SPM_1487038100435.PNG","/home/data/shp/place/","37.5827234","126.98563809999996","Y"
"169","M002","H001","CHN","Rakkojae","ñ£ÖØÏ¡ Ê©üåÔ× 218","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=294&pcate=2&smarket[0]=22&pn=4","SPM_1486085859130.jpg","/home/data/shp/place/","37.580151","126.986014","Y"
"248","M004","H001","CHN","£¿£¿£¿ý£ÍïÛ®¡°£¿£¿¡±","âÏ??ÖØ?ÝÁõ½ÖØ12Ê¶ 5-12 (Ê©?Ô×)","","SPM_1486105905138.PNG","/home/data/shp/place/","37.582485","126.985498","Y"
"249","M004","H001","JPN","«Û«ó«Ó«ç«¯«Û«ó(ûõÜ¡úÍ)òµû¡ÍïÛ®","«½«¦«ëã¼«Á«ç«ó«Î«°(ñ¤ÖØ?)«Á«ã«ó«É«Ã«¯«ó5«®«ë10  (ê½à¤Ô×)","","SPM_1486105991312.PNG","/home/data/shp/place/","37.583256","126.989288","Y"
"439","M002","H001","JPN","Doo «²«¹«È«Ï«¦«¹","ñ¤ÖØ&#21306; «±«É«ó«®«ë 103-7","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=318","SPM_1523580865268.jpg","/home/data/shp/place/","37.581890","126.986288","Y"
"444","M002","H001","JPN","«×«¯«Á«ç«ó «²«¹«È«Ï«¦«¹","ñ¤ÖØ&#21306; «±«É«ó«®«ë 89","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=480","SPM_1523581362127.jpg","/home/data/shp/place/","37.581282","126.986603","Y"
"211","M001","H001","CHN","?ÓÒ??","?ÖØ?ÌýÔ×6ÖØ3","http://stay.visitseoul.net/ck/sub_view.html?fmuid=477&pcate=2&pcate2=7&pn=1","SPM_1486103674617.jpg","/home/data/shp/place/","37.5824775","126.98700570000005","Y"
"325","M004","H001","KOR","»ö½Ç´©ºñ°ø¹æ","Á¾·Î±¸ ºÏÃÌ·Î12±æ 17","http://hanok.seoul.go.kr/front/kor/exp/expPlaceView.do?spmSeq=6&searchGubun=P100","SPM_1486947258760.jpg","/home/data/shp/place/","37.5820903","126.98567159999993","Y"
"330","M004","H001","KOR","¸ñ°ø¿¹°ø¹æ","Á¾·Î±¸ °èµ¿6±æ 12","http://hanok.seoul.go.kr/front/kor/exp/expPlaceView.do?spmSeq=145&searchGubun=P100","SPM_1486949002468.jpg","/home/data/shp/place/","37.5827482","126.98726809999994","Y"
"347","M002","H001","JPN","ªÊªÄ«Ï«Î«¯","ñ£ÖØ&#21306; «Ô«ë«¦«ó«Ç«í «««®«ë 11-2","http://www.yeoreum.co.kr/","SPM_1486972554554.PNG","/home/data/shp/place/","37.579849","126.968176","N"
"356","M004","H001","CHN","Ê©?ÚÅ?ÚÏÚª?","âÏ??ÖØ?ÝÁõ½ÖØ12Ê¶ 17 (Ê©?Ô×)","","SPM_1487036849150.PNG","/home/data/shp/place/","37.5820903","126.98567159999993","Y"
"360","M004","H001","CHN","×ÝÐñ÷Á???? íÂÛ©","ñ£ÖØÏ¡ ê½à¤Ô× 41","","SPM_1487037029536.PNG","/home/data/shp/place/","37.5829925","126.98928120000005","Y"
"363","M004","H001","CHN","ô¸Íöâ©ßä (??ô¸æÔæøßä?Ï¼á¶)","?ÖØ?óãÓì?5Ê¶8","","SPM_1487038212586.PNG","/home/data/shp/place/","37.583191","126.989280","Y"
"364","M004","H001","JPN","«ê?«®«Æ?÷Ö? ÍïÛ®","ñ£ÖØ? «Á«ã«ó«É«¯«°«ó «­«ë 4","","SPM_1487038281242.PNG","/home/data/shp/place/","37.5829925","126.98928120000005","Y"
"185","M002","H001","CHN","Bukchon 2 Guesthouse","ñ£ÖØÏ¡ î±Ô× 53-2","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=480&pcate=2&smarket[0]=22&pn=2","SPM_1486101829752.jpg","/home/data/shp/place/","37.5786179","126.985696","Y"
"187","M002","H001","CHN","vineÛ®è©","ñ£ÖØÏ¡ üøí­Ô× 52-10","http://vineguesthouse.com/xe/","SPM_1486101950543.jpg","/home/data/shp/place/","37.5820781","126.9710427","N"
"227","M002","H001","JPN","Hueahn","ñ¤ÖØ&#21306;  ÌýÔ× 81Ûãò¢","http://stay.visitseoul.net/jp/02_room_view.html?fmuid=344&pcate=2&smarket[0]=&smarket[1]=&sword=%ED%9C%B4%EC%95%88&pn=1","SPM_1486104208110.jpg","/home/data/shp/place/","37.5801623","126.98653999999999","Y"
"164","M002","H001","JPN","«Ì«Ï«À«ó «²«¹«È«Ï«¦«¹","ñ¤ÖØ&#21306;  ù°ê£ÓÞÖØ 49-7","","SPM_1486011796482.jpg","/home/data/shp/place/","37.5803201","126.96814369999993","N"
"275","M006","H001","JPN","«¦«ê«Ó«Ã«««ëÍïÛ®","âÏ??ÖØ?ÝÁõ½ÖØ11°¡Ê¶ 14 (Ê©?Ô×)","","SPM_1486112133647.jpg","/home/data/shp/place/","37.582245","126.984039","Y"
"282","M006","H001","JPN","ÝÁõ½«³«ß«å«Ë«Æ«£ßö?","ñ£ÖØ? «­«§«É«ó «­«ë 11-9","","SPM_1486112436825.PNG","/home/data/shp/place/","37.58029459999999","126.98767610000004","Y"
"406","M002","H001","KOR","µÎ°Ô½ºÆ®ÇÏ¿ì½º","¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °èµ¿ 15-6¹øÁö","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=318","SPM_1523512161083.jpg","/home/data/shp/place/","37.581890","126.986288","N"
"482","M002","H001","KOR","Hi µ¿´ë¹® ÇÑ¿Á °Ô½ºÆ®ÇÏ¿ì½º","¼­¿ï½Ã Á¾·Î±¸ Á¾·Î 313-16","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=739&pcate=&smarketid=22&sword=&pn=2","SPM_1591583625778.jpg","/home/data/shp/place/","37.573051","127.012775","N"
"355","M004","H001","CHN","??ß£Û®","ñ£ÖØÏ¡ ÌýÔ× 79-12","http://cwsb.modoo.at/","SPM_1487036761851.PNG","/home/data/shp/place/","37.5803409","126.986349","Y"
"365","M004","H001","JPN","ÙÊÍïéýÍïÛ®","ñ£ÖØ? «­«§«É«ó «­«ë 12","","SPM_1487038353408.PNG","/home/data/shp/place/","37.5827482","126.98726809999994","Y"
"170","M002","H001","CHN","ÒæùÇÓÑ","ñ£ÖØÏ¡ Òæù»Ô× 74","","SPM_1486086008619.jpg","/home/data/shp/place/","37.5803201","126.96814369999993","N"
"172","M002","H001","CHN","êîãýÓÑ- Usimdang","ñ£ÖØÏ¡ ÌýÔ× 43","http://stay.visitseoul.net/ck/02_room_view.html?fmuid=629&pcate=2&smarket[0]=22&pn=1","SPM_1486086362623.jpg","/home/data/shp/place/","37.58148","126.987021","Y"
"289","M006","H001","CHN","ÙÊÍï?ÍïÛ®","ñ£ÖØÏ¡ ÌýÔ× 2-31","","SPM_1486112882295.PNG","/home/data/shp/place/","37.5827482","126.98726809999994","Y"
"354","M002","H001","CHN","ù¾ÌùùÛè©","ñ£ÖØÏ¡ Òæù»Ô× 102","http://www.yeoreum.co.kr/","SPM_1487036534960.PNG","/home/data/shp/place/","37.579849","126.968176","N"
"343","M004","H001","ENG","Rhee Kitai Traditional Folk Kite Workshop","4 Changdeokgung 5-gil Jongno-gu","","SPM_1486970033168.PNG","/home/data/shp/place/","37.5829925","126.98928120000005","Y"
"181","M002","H001","CHN","Ù¥Ê«î±Guesthouse","ñ£ÖØÏ¡ Ê©üåÔ× 79-12","http://www.myeonggajae.com/","SPM_1486101699913.jpg","/home/data/shp/place/","37.5810789","126.9845757","N"
"472","M002","H012","KOR","Æ¼Á¦ÀÌ °Ô½ºÆ®ÇÏ¿ì½º","¼­¿ï½Ã ¸¶Æ÷±¸ ¼­±³µ¿ 329-19 ·°Å°ºô 501È£","http://stay.visitseoul.net/ko/02_room_view.html?fmuid=831&pcate=&smarketid=22&sword=&pn=1","SPM_1591580654021.jpg","/home/data/shp/place/","37.556160","126.928496","N"
"239","M004","H001","JPN","?÷Öûæ?ú¾ª±ù¦ÕåÝ§","«½«¦«ëã¼ñ¤ÖØ?«±«É«ó6«®«ë13  (ÌýÔ×)","","SPM_1486105635062.jpg","/home/data/shp/place/","37.582761","126.987133","Y"
"166","M004","H001","KOR","Ã»¿ø»ê¹æ","Á¾·Î±¸ ºÏÃÌ·Î6±æ 27","http://cwsb.modoo.at/","SPM_1486022017120.jpg","/home/data/shp/place/","37.5803409","126.986349","Y"
"243","M004","H001","JPN","Õ¢ï¯ªÈöÔÓóªê","«½«¦«ëã¼ñ¤ÖØ?«±«É«ó4«®«ë3  (ÌýÔ×)","","SPM_1486105762593.jpg","/home/data/shp/place/","37.582462","126.987049","Y"
"261","M005","H002","JPN","×ÝßÕªÎÊ«","ñ£ÖØ? «Á«ã«Ï«à«ó«í «­«ë 18","","SPM_1486111514797.PNG","/home/data/shp/place/","37.5786029","126.97084940000002","Y"
"267","M005","H006","JPN","ÑÎßÔÞÑ","àòÝÁ? «½«ó«¸«ã«à«í «­«ë 68","https://kilsangsa.info:40012/home/default_in.asp","SPM_1486111806664.PNG","/home/data/shp/place/","37.5991321","126.99426540000002","Y"
"272","M005","H006","CHN","?æÚß£Û®","àòÝÁ?àòÝÁÖØ26Ê¶8","","SPM_1486111953519.PNG","/home/data/shp/place/","37.5950128","126.99482590000002","Y"
"274","M005","H012","JPN","ùÛÙæâ×ÙþùÊÎ½","ñ£ÖØ? «Ò«§«Õ«¡«í «­«ë 20","http://www.hahnmoosook.com/","SPM_1486112029407.PNG","/home/data/shp/place/","37.5877392","126.99858429999995","Y"
"292","M006","H001","JPN","«ê?«®«Æ?÷Ö? ÍïÛ®","ñ£ÖØ? «Á«ã«ó«É«¯«°«ó «­«ë 4","","SPM_1486113121577.PNG","/home/data/shp/place/","37.5829925","126.98928120000005","Y"
"293","M006","H001","CHN","??âªí©?ÚÏÚª?","ñ£ÖØÏ¡ Ê©üåÔ× 11-32","","SPM_1486113227406.jpg","/home/data/shp/place/","37.5827234","126.98563809999996","Y"
"298","M006","H001","JPN","ùÛè©úðÔÒðÚùê","ñ£ÖØ? «Ö«¯«Á«ç«ó«í 14","","SPM_1486113436502.PNG","/home/data/shp/place/","37.58208740000001","126.98606560000007","Y"
