"","aptnm","경도","위도","number_of_bus_station","bus_dis","number_of_health_ins","health_dis","number_of_library","library_dis","number_of_park","park_dis","number_of_subway","subway_dis"
"772","영등포아트자이",126.90027329698,37.5101958138997,111,1.89290651021854e-06,123,2.70706142449775e-06,4,5.21516495033501e-05,0,0.000135248624964888,4,7.82137207331034e-05
"773","래미안세레니티",127.031050089448,37.5992448373509,107,1.22483022372863e-06,115,6.09656502995836e-06,2,1.74484089355763e-05,1,4.03086848406564e-05,1,5.52546116831731e-05
"774","신원2",127.035750750525,37.6583073087137,102,1.28433663969159e-07,137,1.07048758398375e-08,9,9.08221228028066e-06,1,1.61808544533363e-05,1,9.71285529850583e-05
"775","사당우성3",126.975650061703,37.4896946254326,77,8.80384653659094e-07,219,5.26725117974391e-07,1,5.39999769171359e-06,1,1.51575127826448e-05,3,4.61168205076246e-05
"776","신반포27",127.009830461695,37.5157784982649,36,6.01476900551121e-07,139,3.87880742091371e-07,1,1.73957162325227e-05,0,0.000714147873077706,2,1.06933595048906e-05
"777","목동신시가지13",126.865002695714,37.5141910493429,85,2.74475567116458e-06,90,6.44595488885855e-07,5,4.33920433337084e-06,1,5.10532220075088e-05,1,4.94354519744589e-06
"778","정릉힐스테이트3차",127.007547825596,37.6144302680147,88,2.16520004060202e-06,54,6.67057678935176e-06,3,1.7601250095545e-05,0,0.000146078531399911,0,0.000422507142035746
"779","두산",126.942894626699,37.4845267749186,99,2.11020799682565e-06,131,6.17934017055513e-07,7,8.17126588681428e-07,1,7.93102101651528e-05,1,5.36831413124945e-06
"780","현대",126.961060237387,37.5756306329225,74,1.29134732267743e-06,61,2.83975648558038e-06,6,8.55029185871993e-06,4,2.16437988860305e-05,1,1.1612825661827e-05
"781","논현동한화꿈에그린",127.030395375198,37.5068232477705,72,6.15932342663607e-07,615,8.92971817488526e-07,1,5.07158506208629e-05,0,0.000340168237919826,4,1.55161737061845e-05
"782","뚝섬현대",127.048854633274,37.5477564180908,66,1.51180009158215e-06,63,2.91471070795279e-07,5,9.05601360062548e-06,2,2.12414096453057e-05,4,2.62159480426393e-06
"783","신공덕아이파크",126.95605352897,37.5446740470439,115,1.81251810068201e-06,195,1.46620622619656e-06,8,6.2717833387797e-06,1,1.53405749594556e-05,6,1.85387387312707e-05
"784","성원(650)",126.896607959674,37.5038414805746,115,3.06366706185215e-07,107,1.1992147565299e-06,4,5.07382633874425e-07,0,0.000331647641685766,2,5.23938360814253e-05
"785","신촌태영데시앙",126.930978507582,37.5533695721542,137,6.24590672123038e-07,238,8.08176991645873e-07,2,3.28933329376788e-05,1,6.62871082678786e-06,5,2.09840282061227e-05
"786","래미안 옥수 리버젠",127.013714834954,37.5451371536209,97,1.42674084424905e-06,121,2.80628796562377e-06,5,2.20490518349487e-06,2,4.61580444355532e-05,6,1.20083702996734e-05
"787","돈암2-1삼부",127.023775903506,37.6027726439023,104,1.79190243745197e-07,111,7.56430372313296e-07,2,5.7257769917748e-05,1,4.05828140484325e-05,1,1.946174925891e-06
"788","서초힐스",127.018070846664,37.4573997644016,20,1.7150287334065e-06,12,4.62060487651883e-06,0,0.000505307965958921,0,0.000251093049959649,0,0.00028336871344893
"789","동원베네스트",126.943949771598,37.5989341410052,71,1.13438759441138e-06,56,7.22312334854989e-06,5,3.24781726664252e-05,0,0.000355420281313124,1,7.08777243995873e-05
"790","홍은동벽산",126.944732392243,37.5953795593755,78,2.05084892935237e-06,112,1.44342436373884e-06,4,5.28124730306737e-06,0,0.000274504838674483,1,4.7326798514413e-05
"791","한남더힐",127.009490412576,37.5369726180181,53,9.50666507088567e-06,58,6.27472170912075e-06,2,6.08196442743274e-05,0,0.00018068724677587,4,5.81931825505371e-05
"792","창동주공4단지",127.047829003653,37.6442802221175,50,1.00927049801049e-06,71,3.03713402850278e-05,5,1.56636595852027e-05,3,1.96526153365099e-05,3,1.28965222047723e-05
"793","힐타운",126.868396544723,37.5422930519782,48,7.12987205267184e-07,155,1.02310992151844e-06,5,1.98553493142607e-05,1,9.87700554821955e-05,0,0.000284423565181883
"794","신림푸르지오",126.910484296891,37.4791218767665,99,4.22932229096817e-06,136,2.64911675510634e-06,5,1.91943870466689e-05,2,3.46218986822617e-05,1,7.84122319653519e-05
"795","문래대림",126.88806349814,37.5170161035426,82,3.29668271825265e-07,113,1.28365081094874e-06,4,7.04455040561303e-06,0,0.000444194299995781,5,3.66445840360564e-05
"796","은평뉴타운 박석고개(힐스테이트1단지)",126.922287528799,37.6330388638859,56,1.69669253149873e-06,46,2.68355605622568e-06,10,3.09972526394571e-06,3,1.65444367616133e-05,1,2.53142695409769e-05
"797","마포중동현대",126.906884530156,37.5711389667522,80,2.69110915064447e-07,106,6.56382699793867e-06,5,1.0765737002382e-05,0,0.00018635897920065,5,6.42890027601172e-05
"798","목동신시가지1",126.879339191907,37.5396035441466,49,1.88221570812678e-06,75,3.55319193732544e-06,3,1.17223672009976e-05,2,1.23151936194898e-05,0,0.000243646243223908
"799","태청",126.906716105074,37.555788292776,98,2.86054041883741e-06,111,1.96672082781637e-07,3,1.37137377975389e-06,0,0.0001029135625195,4,9.6372699473486e-06
"800","건영1",126.912321719249,37.4763139977688,91,1.02686943700653e-06,108,4.9497861827633e-06,6,1.03069478806053e-05,3,1.93476716602042e-05,0,0.000124804394043797
"801","신공덕1차삼성래미안1아파트",126.955737846962,37.543481366444,119,3.00847289903066e-06,192,1.24000125082212e-06,7,1.6178801193673e-06,1,2.06458714756801e-05,5,1.37452506723099e-05
"802","북한산 힐스테이트7차",126.926683005796,37.6165291109629,88,3.23593827501093e-06,221,8.92038767182607e-07,8,2.74737140532412e-06,2,1.54888234163958e-05,5,3.96398875704949e-05
"803","거성파스텔",126.891879015082,37.5314993906787,70,7.90336425925902e-07,112,2.1588331573462e-05,4,4.47528939318516e-06,0,0.000210297119969278,3,5.47103785441409e-05
"804","건영1",127.125713147116,37.4816696674372,59,4.9022183147062e-07,98,7.05596665834339e-07,1,2.33910146083998e-05,1,2.41577402069478e-05,2,1.08221191027994e-05
"805","청담동삼성1차아파트",127.047840037208,37.5194352215263,48,1.30916627366476e-06,352,5.46835559849875e-07,3,2.06833072260022e-06,2,2.4854090811245e-05,5,3.49700276304495e-05
"806","상암월드컵파크7단지",126.881479978349,37.5817590063066,54,1.10578479217961e-06,31,4.47688734059787e-06,2,9.2543718249998e-06,1,5.25913759530492e-05,0,0.000202486243334263
"807","씨티뷰2차",126.970048401109,37.4768754989647,60,8.58135953639802e-06,144,1.35567997604714e-05,5,1.41181609934662e-05,1,9.51142648326871e-05,2,4.15818549716555e-05
"808","제일",126.969520916132,37.482929064456,83,4.44975961940881e-06,127,4.13410315435855e-06,5,5.90072675946358e-06,2,3.24118303815309e-05,2,5.51645972085155e-06
"809","길음뉴타운4단지(e편한세상)",127.019648869071,37.6120673819839,87,1.5192118523229e-06,129,1.79907607278537e-06,4,1.06835398886185e-05,0,0.000271519398076932,0,0.00010147425825731
"810","성원대치2단지아파트",127.075215384158,37.4941848052623,44,3.42926700079664e-06,58,2.46702056499064e-06,1,8.20596540375721e-05,0,0.000244337976180274,3,1.43702386324023e-05
"811","대우1",127.065305369137,37.545381001259,60,3.16620236621068e-07,141,4.84067174372262e-07,5,2.98952066398479e-06,0,0.000166810230140808,4,4.35432219393313e-05
"812","DMC우방",126.903173422548,37.5819352063227,58,1.14663319564678e-05,70,2.63354292513703e-06,7,4.68307983329244e-06,0,0.000153572024175641,4,2.3346309540154e-05
"813","극동",126.950968524813,37.6026153795328,77,2.93495626334604e-06,18,6.93474760953247e-06,2,4.89293572484684e-06,0,0.000361100537822257,0,0.000234610251307291
"814","대우푸르지오",126.926148375621,37.5974154551923,83,2.10313249941946e-06,108,1.28737068559412e-05,10,4.05320734714167e-06,1,9.53775937651054e-05,1,8.96151299871291e-05
"815","신동아",127.029501454197,37.5502521182132,126,7.05228056745837e-07,97,2.67953330352008e-06,6,2.34197358855428e-05,0,0.000108512403649627,3,2.83622120457965e-05
"816","현대힐스테이트 2단지",127.051485875359,37.5138589096778,56,1.59393994600121e-06,301,1.34027287602208e-06,2,2.16253500131375e-05,2,1.60838105154814e-05,7,2.43967980597211e-06
"817","청화1",126.994806998596,37.529947960527,49,2.16081431271509e-06,39,3.94143430769056e-06,5,2.50111008911863e-05,0,0.000191235426167247,2,2.12997694667984e-05
"818","구로두산위브",126.890367848173,37.4860999022608,103,1.69053322853634e-06,202,4.68783880823251e-06,4,1.18357723341233e-06,0,0.000507853743144419,5,9.19621967826737e-06
"819","대림e-편한세상",126.843002221826,37.5125446630066,80,3.68976509020651e-07,60,1.22000057167546e-06,5,3.28419055545943e-06,1,2.6289254540649e-05,0,0.000153473839079648
"820","공작",126.929837681736,37.5265164014907,39,1.60005233373524e-06,129,1.08043693730379e-06,0,0.000101286403696813,2,5.58118518809794e-05,2,9.48247422934958e-06
"821","동성4",127.096444206008,37.6067265670772,87,1.60709808937364e-06,104,7.65265299701876e-07,1,7.27263466201116e-05,1,3.1978412083393e-05,3,7.235785618245e-05
"822","태솔아파트2차",127.070785744701,37.5689663103654,66,1.01917511073136e-06,132,3.52088150780989e-06,1,8.74616361997798e-05,0,0.000103665493441681,1,9.75811257837067e-05
"823","신현대",127.051822428181,37.5896046831577,62,4.32818583717056e-06,69,3.91073553575405e-06,0,0.000237050967095634,0,0.000154281420665594,1,3.74146943223271e-05
"824","강변",126.855667621933,37.5652163063579,60,1.08531032177627e-06,84,1.21497717880728e-08,4,4.96784028869793e-06,2,1.66377388790388e-05,0,0.000376989142041171
"825","정릉푸른마을동아",127.01440352853,37.6075161605071,123,1.59428486963084e-06,95,1.80302743548271e-06,6,1.58643253178538e-05,0,0.000203193877943059,0,0.000127523658084428
"826","종암에스케이",127.036988885164,37.6011857517073,93,1.09261116811412e-06,97,2.7034897109937e-07,3,7.74288564546543e-06,0,0.000158141082272539,1,2.04446899471703e-05
"827","신동아",126.987501145071,37.5180979697285,23,4.53933578196883e-06,6,5.91036573454263e-06,1,5.67892692534087e-05,1,3.43973986750294e-05,1,3.02043591130124e-06
"828","은평뉴타운 우물골(두산위브8단지)",126.931505396793,37.6362983935995,24,3.75614686356297e-06,8,4.98350297091378e-05,7,3.52595819366695e-06,0,0.00010312650298328,0,0.000161977300248001
"829","래미안세레니티",127.031050089448,37.5992448373509,107,1.22483022372863e-06,115,6.09656502995836e-06,2,1.74484089355763e-05,1,4.03086848406564e-05,1,5.52546116831731e-05
"830","(792-78)",126.888498493309,37.4864745939027,109,1.20481311572764e-06,188,8.15412281506332e-07,4,3.2267546343008e-06,0,0.000590655861613049,5,1.46935600195325e-06
"831","탑건위너스빌",126.82966335566,37.5348811079703,42,6.01029178567792e-07,79,8.90016901743116e-07,4,1.80811668817863e-06,1,5.02535804326419e-05,0,0.000160314967903845
"832","아이파크",127.059339817012,37.5182872615614,38,3.28883206445185e-06,125,4.21719878366867e-06,1,2.61518315315487e-05,2,3.39994174763462e-05,3,1.78257368924672e-05
"833","DMC파크뷰자이3단지",126.921481518329,37.5731874477984,98,6.14654141650291e-07,84,2.90895897493045e-06,2,2.89668880687467e-06,1,1.93742675484967e-05,1,6.50403581293558e-05
"834","세곡푸르지오",127.092967002535,37.4667793397486,31,9.41141349900336e-07,12,3.37745242432511e-05,2,3.57174875905247e-05,0,0.000309700051530319,0,0.000365335845615058
"835","건영",127.064243687991,37.6354452993831,91,2.04415896603643e-06,82,3.74431992636118e-07,6,2.53149726633007e-05,0,0.000219804715394919,3,1.37170360892372e-05
"836","삼익아파트",127.081943866798,37.6269335327513,69,1.93072380656401e-06,70,4.10510789173829e-06,3,3.05100573584332e-05,1,2.98525717705532e-05,2,5.24427290592505e-05
"837","삼부",126.932097633851,37.5249360133871,38,2.34551786931117e-06,121,3.01767934672545e-06,1,5.93025840450983e-05,2,5.51541904905421e-05,2,5.15376484610806e-06
"838","서광등촌마을2",126.857444510012,37.5578771499458,77,6.02560479912358e-07,117,4.20592120379174e-06,6,6.34543267486801e-06,1,1.38170038417689e-05,0,0.00039990861745553
"839","주공5",126.84486883674,37.5604516606831,102,1.0684245801878e-06,150,7.34902559855463e-07,6,1.02325008848635e-05,1,3.9172319719316e-05,1,5.88224274184405e-05
"840","신반포4",127.005979601371,37.5083533094199,52,3.87423106540331e-06,173,2.00092735805185e-06,1,7.73680079450554e-05,0,0.000705229515182661,4,1.69769496403441e-05
"841","신촌태영데시앙",126.930978507582,37.5533695721542,137,6.24590672123038e-07,238,8.08176991645873e-07,2,3.28933329376788e-05,1,6.62871082678786e-06,5,2.09840282061227e-05
"842","올림픽훼밀리타운",127.114377260406,37.4885199252165,25,7.86504288511806e-06,102,7.69934074361336e-06,1,8.82593511093211e-05,0,0.000179672421510664,3,3.04308474434074e-05
"843","파크리오",127.10615089337,37.5205366173754,35,2.64833523853352e-06,118,2.06675103723206e-06,1,1.34802199065563e-05,0,0.000246697233572968,4,6.01828910238362e-06
"844","롯데캐슬위너",126.867150717582,37.5468252120401,58,1.62441453029777e-06,151,1.20301608762027e-06,8,1.17067890346919e-05,0,0.000127563253241387,0,0.000445889523312298
"845","목동센트럴푸르지오",126.876711432618,37.5237134838621,55,3.15816754804269e-07,129,3.89699655451315e-07,3,5.81953303396192e-05,0,0.000126898243597702,2,3.15913812354092e-06
"846","6.7디벨리움",127.076566251997,37.618296858122,108,2.03782987464553e-07,129,1.33053437181124e-07,7,4.99468653159576e-05,1,7.7097989796788e-05,5,2.90734107831328e-06
"847","푸른솔",126.919578617204,37.6067614584601,109,1.82072165863878e-06,173,3.5261353688753e-06,15,4.11712091709506e-06,0,0.000152395557781247,3,1.0456970287733e-05
"848","한신",127.010781546722,37.5159685270588,36,8.28087511377099e-07,208,1.26606525186351e-07,1,1.08611839078379e-05,0,0.000663774241477689,3,1.00655300566136e-05
"849","태청",126.906716105074,37.555788292776,98,2.86054041883741e-06,111,1.96672082781637e-07,3,1.37137377975389e-06,0,0.0001029135625195,4,9.6372699473486e-06
"850","반포자이",127.011034636758,37.5063518132638,61,1.58254892597232e-06,167,1.92210533234156e-06,2,1.71754671748007e-05,0,0.000911504762469421,4,3.69164865446914e-06
"851","반포두산힐스빌",127.009970501373,37.5013619590358,64,3.14510715796821e-06,274,2.08276745580373e-06,1,7.84598456183914e-06,0,0.00095415076812789,7,3.43285698793268e-05
"852","삼성산주공(주공3단지)",126.926129237992,37.46250743022,45,9.439505968094e-07,20,2.43587137537809e-06,3,3.47659885728249e-05,0,0.000156216316509398,0,0.000482606958756155
"853","흑석한강푸르지오",126.965442177199,37.5032115047724,50,6.82504721041956e-07,42,1.49625155576073e-06,0,0.000175585204314929,1,7.91609915035125e-05,0,0.000184465455621319
"854","르메이에르",126.973741366771,37.4784000745739,76,5.37211234728691e-06,194,3.99171064853451e-06,4,4.46653010747935e-07,1,5.84307801664506e-05,3,4.39148795535144e-05
"855","미성2차",127.018254311656,37.5239469817757,28,5.68962381003366e-06,442,2.56230430501732e-06,3,2.06376673146827e-05,0,0.000281940600806785,1,6.35826210142133e-05
"856","대우",127.037531292722,37.6423706175541,89,7.37375900814802e-07,112,9.58971631146873e-08,7,4.54050442889159e-06,2,4.0152032845864e-05,1,4.71451045684529e-05
"857","길훈",126.830908959617,37.5236449874919,41,2.74175653168515e-07,38,5.64473234224135e-06,5,1.75484318090171e-05,1,1.7776369837309e-05,0,0.000315344549618155
"858","상계주공16(고층)",127.053725187886,37.6687833155991,93,3.54850601017134e-06,115,2.71503757649779e-06,6,8.91096833477078e-06,0,0.000465205007036514,3,2.61328963857599e-05
"859","한신서래",127.000884124091,37.4991035542235,55,3.00783777156207e-06,99,3.70824307903003e-06,1,8.85276051236277e-05,0,0.000740373182847839,3,4.10633786061134e-05
"860","상암월드컵파크2단지",126.891577074081,37.5748398903005,64,1.19910368309611e-06,56,3.13766086095978e-06,0,0.000123281107386979,2,1.25268473112904e-05,4,5.30237526456018e-05
"861","길성그랑프리텔아파트",127.070874943339,37.6279421470055,110,6.07270986779302e-07,106,1.157882201012e-07,8,1.88682945778552e-06,1,3.21875637406958e-05,3,9.69699775913326e-06
"862","월곡두산위브",127.038365407563,37.607033098723,116,3.01764489341445e-06,150,1.28105125880782e-07,3,1.28530048058704e-05,0,0.000187816106886486,1,3.39231368321696e-05
"863","동아빌라트1",127.019403115783,37.4951545642779,118,2.18513504233459e-07,532,5.93505034543384e-07,1,3.97791127775808e-05,0,0.000680375623116765,4,3.06442851733379e-05
"864","백련산힐스테이트2차",126.923546818296,37.5908269199714,96,7.54256280739438e-07,104,2.59488115542604e-06,7,1.13846115745603e-05,1,3.38803219029634e-05,1,9.77751578581666e-05
"865","동아에코빌",127.045423992015,37.6078992370885,90,1.45696201921559e-06,78,1.11100884717077e-07,3,2.44421983204097e-05,1,6.7118017995714e-05,2,1.25017287608824e-05
"866","엠브이아파트",127.010261190544,37.4992010512641,66,4.25623097095149e-06,265,8.3401462440092e-07,2,1.59782196661118e-05,0,0.000825943201397325,7,5.01617727703619e-05
"867","학여울청구",127.061339558817,37.636349632113,88,1.02345208470128e-05,62,4.93922588386638e-06,5,5.20248063222514e-05,0,0.000228989152996234,3,1.67421300384865e-05
"868","목동힐스테이트",126.856457667129,37.5203061709519,67,1.17319462058744e-06,168,8.87837477346501e-07,6,7.67066200617049e-06,0,0.000114002985443208,3,1.27626197216805e-05
"869","럭키",126.894070412809,37.4920113656363,90,6.42065225877834e-07,183,1.08647808379386e-06,6,1.80146300320394e-05,0,0.000568339965993099,3,3.81497974126565e-06
"870","창동주공3단지(해등마을)",127.04420113616,37.6500631583751,79,1.44864745823184e-06,124,2.34584804192168e-06,7,3.1811936184246e-06,3,4.8574574770597e-06,4,2.15208738826116e-05
"871","더샵서초",127.017676100063,37.4835416563974,65,2.02029944459873e-07,104,3.64671908195324e-07,0,0.000125006657355427,0,0.00024349720135909,1,3.85534008556873e-06
"872","신림2차푸르지오",126.919908571535,37.4613442263637,40,6.09413807747544e-07,19,4.96482130610858e-07,2,1.2931128126155e-06,0,0.000172567675023991,0,0.000616226957434949
"873","마곡수명산파크6단지",126.825729445463,37.5503706507753,65,1.41629353715966e-06,25,4.32674503146073e-06,2,1.40821204281982e-05,0,0.000383349983321832,1,9.83531316425966e-05
"874","삼성",127.046324549162,37.488629639007,68,7.59633089147672e-06,143,2.23102377847939e-06,3,2.40825933441482e-05,1,4.49872770533499e-06,3,3.32355405652489e-06
"875","삼익2차아파트",127.080613565961,37.6259574192856,82,8.83485899106612e-07,93,1.24610710031922e-06,3,2.56033211311041e-05,1,1.83232982661837e-05,4,4.84894098596937e-05
"876","한신",127.04920145701,37.5879992451232,67,2.79490040004629e-06,83,4.67971927658098e-06,0,0.000289291960480872,0,0.000199834909155383,3,6.28072706898347e-05
"877","신동아아파트1",127.0267260331,37.6609347988243,67,9.07376474736783e-07,56,7.46645389782384e-07,5,2.57203904633035e-06,2,2.91167588720718e-05,0,0.000214277260128191
"878","밤섬경남아너스빌",126.93630235903,37.5467372521601,108,1.02103934970992e-06,168,3.98156965406309e-06,2,1.90055916008585e-05,1,7.83434924922179e-05,4,2.06487490011169e-05
"879","우성1",126.90089916339,37.4963770821984,114,1.10000560149423e-06,138,1.50059306903573e-06,6,1.18980190797103e-05,0,0.000318761018150158,3,3.58098680502658e-05
"880","보화2차",127.148839183603,37.490283460038,40,6.60022870824645e-06,103,1.2479631787305e-05,2,1.46849161889849e-05,0,0.000132231932748655,2,3.50667548109812e-05
"881","마곡푸르지오",126.821790414058,37.570029094637,68,7.38319233561331e-07,41,9.39757520633322e-07,2,2.04063000889167e-05,0,0.000139606696445023,0,0.000105086151398285
"882","동신",127.035278405071,37.6044079465985,123,6.3646993143124e-07,149,3.03909414350372e-06,3,1.88195119375591e-05,0,0.000161070990938979,1,4.31862275342003e-05
"883","백련산힐스테이트2차",126.923546818296,37.5908269199714,96,7.54256280739438e-07,104,2.59488115542604e-06,7,1.13846115745603e-05,1,3.38803219029634e-05,1,9.77751578581666e-05
"884","현대홈타운",126.861624228247,37.4916167844078,61,7.53267814691184e-07,91,1.35790354028151e-07,2,1.77017990559021e-05,0,0.000177736039283147,2,1.92297138389654e-05
